"","RR10_BRN_FLT_WT_F1","RR10_BRN_FLT_WT_F3","RR10_BRN_FLT_WT_F5","RR10_BRN_FLT_WT_F7","RR10_BRN_GC_WT_G1","RR10_BRN_GC_WT_G3","RR10_BRN_GC_WT_G5","RR10_BRN_GC_WT_G7","RR10_BRN_GC_WT_G9"
"ENSMUSG00000063273",1311,1723,1973,3767,4898,4413,3270,1408,4359
"ENSMUSG00000063275",244,272,381,546,857,871,801,366,655
"ENSMUSG00000063277",0,2,1,1,0,0,1,1,2
"ENSMUSG00000063281",379,588,663,1005,2017,1750,1547,558,1561
"ENSMUSG00000063286",40,89,65,135,96,153,145,98,131
"ENSMUSG00000063296",161,121,460,630,862,1085,852,355,836
"ENSMUSG00000063297",10376,18576,14267,16524,28593,29264,26512,8433,34541
"ENSMUSG00000063305",0,0,0,0,2,0,0,1,0
"ENSMUSG00000063314",0,1,3,3,3,5,0,3,4
"ENSMUSG00000063316",4306,4832,5702,8079,8950,7690,10148,6992,11963
"ENSMUSG00000063317",4770,9551,8705,15836,10078,11105,9848,5300,11605
"ENSMUSG00000063320",55,127,127,211,250,242,338,122,243
"ENSMUSG00000063328",6,9,5,6,1,7,8,8,14
"ENSMUSG00000063334",858,1292,1317,2172,4087,3310,2742,1273,3128
"ENSMUSG00000063350",0,0,2,0,0,0,0,0,0
"ENSMUSG00000063354",29,1,11,3,34,9,17,16,8
"ENSMUSG00000063358",9812,11571,9541,27889,17312,14947,15677,12655,24271
"ENSMUSG00000063362",955,1155,1502,2661,4696,3894,3382,1666,3423
"ENSMUSG00000063364",121,194,165,311,490,420,300,172,353
"ENSMUSG00000063374",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063376",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063380",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063382",688,1063,963,2140,1567,1526,1403,621,1504
"ENSMUSG00000063383",18,17,34,43,150,168,134,69,76
"ENSMUSG00000063386",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063388",1,3,1,3,5,3,3,3,9
"ENSMUSG00000063394",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063406",1025,1350,1340,2183,2893,2616,2169,1127,2789
"ENSMUSG00000063409",4,2,19,3,2,15,0,7,2
"ENSMUSG00000063410",767,1169,1231,2053,1635,2237,2041,1056,2361
"ENSMUSG00000063412",3,7,8,12,14,10,14,10,8
"ENSMUSG00000063415",105,94,302,906,1600,1927,1503,173,216
"ENSMUSG00000063428",362,647,904,588,2662,2947,1845,530,1140
"ENSMUSG00000063430",777,1083,826,2724,14865,11178,8166,1190,1564
"ENSMUSG00000063434",684,1295,894,2582,1737,1171,1313,1013,1911
"ENSMUSG00000063439",170,157,198,414,284,337,438,311,485
"ENSMUSG00000063442",0,2,0,1,0,0,0,0,0
"ENSMUSG00000063445",304,125,341,664,1195,1531,938,576,1056
"ENSMUSG00000063446",207,60,231,616,64,81,138,577,438
"ENSMUSG00000063447",0,0,0,0,0,0,0,1,0
"ENSMUSG00000063450",848,1324,894,1968,5865,5084,3121,1022,1876
"ENSMUSG00000063455",947,1824,2285,3282,3478,3264,2631,904,2853
"ENSMUSG00000063457",24273,30448,31863,49534,37782,38155,43606,39077,50819
"ENSMUSG00000063458",26,28,72,74,52,60,84,34,129
"ENSMUSG00000063478",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063480",2291,3077,3312,4740,6783,6577,6399,3849,8151
"ENSMUSG00000063488",97,127,137,309,397,384,261,223,264
"ENSMUSG00000063506",109,166,342,397,123,173,188,179,386
"ENSMUSG00000063507",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063511",1089,1483,1836,4415,6168,5058,4669,1421,2583
"ENSMUSG00000063514",0,0,0,0,0,1,1,0,0
"ENSMUSG00000063522",5,18,1,17,3,0,3,0,2
"ENSMUSG00000063524",6563,9751,10459,14451,13379,12825,15802,5435,18373
"ENSMUSG00000063529",3,4,9,6,1,14,3,10,5
"ENSMUSG00000063531",654,449,727,1272,1391,991,1000,720,1576
"ENSMUSG00000063535",67,95,193,201,423,315,331,118,340
"ENSMUSG00000063543",1,0,0,1,4,5,6,3,7
"ENSMUSG00000063548",0,0,0,2,0,0,0,2,0
"ENSMUSG00000063549",0,0,0,0,0,1,0,0,0
"ENSMUSG00000063550",1156,1741,1849,3242,5424,4624,3794,1489,3481
"ENSMUSG00000063556",7,7,5,5,4,1,14,6,8
"ENSMUSG00000063558",307,562,310,690,502,497,593,273,618
"ENSMUSG00000063564",216,443,225,560,1007,630,830,239,457
"ENSMUSG00000063568",285,348,428,892,529,541,538,468,935
"ENSMUSG00000063576",1189,1718,1861,3029,3414,3015,3418,973,3581
"ENSMUSG00000063582",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063583",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063586",1,0,0,1,0,0,1,2,1
"ENSMUSG00000063590",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063594",12,2,540,31,18,51,31,18,37
"ENSMUSG00000063600",382,306,1181,1238,115,156,702,770,1782
"ENSMUSG00000063605",38,48,44,61,103,85,129,35,59
"ENSMUSG00000063611",32,68,53,127,125,103,138,69,116
"ENSMUSG00000063615",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063623",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063626",1176,2231,1390,5403,1114,926,1859,1305,4200
"ENSMUSG00000063628",0,1,1,0,3,0,0,0,1
"ENSMUSG00000063632",690,751,1335,2844,329,408,841,1734,1945
"ENSMUSG00000063646",172,166,208,427,130,113,213,155,314
"ENSMUSG00000063651",0,0,0,0,8,4,2,0,0
"ENSMUSG00000063652",18,36,27,81,62,43,49,24,66
"ENSMUSG00000063656",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063659",7666,13209,7618,12471,52890,46471,34078,3474,16671
"ENSMUSG00000063660",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063661",12,17,11,24,6,0,3,9,25
"ENSMUSG00000063663",556,542,685,1372,2262,1841,1363,595,1330
"ENSMUSG00000063672",2,3,5,1,2,7,3,0,2
"ENSMUSG00000063681",17,7,162,190,37,48,91,105,164
"ENSMUSG00000063683",0,3,1,3,0,2,4,1,20
"ENSMUSG00000063684",31,55,80,76,107,111,80,58,96
"ENSMUSG00000063687",179,207,143,376,618,475,419,142,549
"ENSMUSG00000063689",154,229,279,308,952,932,867,194,419
"ENSMUSG00000063694",3557,5000,4559,6323,9870,10417,9418,4730,11633
"ENSMUSG00000063696",822,24,1133,1770,16,1641,3517,2137,2459
"ENSMUSG00000063698",231,256,351,644,909,707,657,484,801
"ENSMUSG00000063704",7,0,5,11,4,19,15,16,1
"ENSMUSG00000063713",0,0,0,0,4,3,3,0,0
"ENSMUSG00000063714",214,259,220,536,619,438,461,351,428
"ENSMUSG00000063715",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063727",104,208,71,182,343,854,452,61,213
"ENSMUSG00000063728",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063730",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063739",0,1,2,0,0,0,2,0,1
"ENSMUSG00000063751",0,2,0,0,0,0,1,0,3
"ENSMUSG00000063754",16,20,23,35,34,33,29,26,46
"ENSMUSG00000063760",1074,1611,1660,3277,2942,2683,2315,1229,3324
"ENSMUSG00000063762",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063764",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063765",112,121,195,339,262,271,268,168,269
"ENSMUSG00000063767",8,74,12,30,6,17,32,9,43
"ENSMUSG00000063777",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063779",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063780",0,0,0,2,0,0,0,0,0
"ENSMUSG00000063785",320,409,444,704,1575,1416,1222,420,959
"ENSMUSG00000063787",1225,1667,1457,2337,3267,3476,3274,1718,3983
"ENSMUSG00000063796",385,759,454,1270,1000,638,1299,513,1154
"ENSMUSG00000063800",687,842,772,1328,3107,2495,2216,809,2006
"ENSMUSG00000063801",2232,2824,2982,5468,4306,4250,4236,2157,5027
"ENSMUSG00000063802",743,895,1076,1447,1387,1331,1884,809,1816
"ENSMUSG00000063804",335,352,550,943,270,347,375,574,771
"ENSMUSG00000063808",281,396,537,822,1381,907,1000,361,946
"ENSMUSG00000063810",588,805,1142,1838,9318,8622,5309,698,1897
"ENSMUSG00000063816",0,0,0,0,1,1,0,0,0
"ENSMUSG00000063820",1,0,2,4,2,2,3,1,0
"ENSMUSG00000063821",3,4,2,1,0,0,0,0,1
"ENSMUSG00000063823",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063827",1,0,0,0,0,0,0,0,0
"ENSMUSG00000063830",0,0,0,0,1,0,0,0,0
"ENSMUSG00000063838",20,60,12,34,42,26,37,15,46
"ENSMUSG00000063842",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063844",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063846",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063849",295,441,510,916,918,813,814,515,935
"ENSMUSG00000063851",0,0,1,1,0,1,0,0,0
"ENSMUSG00000063856",2141,2687,2422,4142,3413,3384,4070,3345,4924
"ENSMUSG00000063867",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063870",4926,6239,6570,11854,18968,14082,12240,5709,10678
"ENSMUSG00000063873",1367,2195,4290,4217,5152,2767,4068,1487,4194
"ENSMUSG00000063875",7,11,6,15,24,11,30,14,18
"ENSMUSG00000063881",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063882",12085,17414,17915,23278,34671,38439,33538,18531,38342
"ENSMUSG00000063884",887,1067,1207,2408,3229,2909,2351,1164,2797
"ENSMUSG00000063885",0,0,0,0,4,2,2,0,0
"ENSMUSG00000063887",3577,4590,3816,9513,6270,5236,5333,4748,9307
"ENSMUSG00000063888",1070,1562,1649,2113,4676,4016,3696,1588,3338
"ENSMUSG00000063889",497,804,640,945,1157,1424,1253,540,1484
"ENSMUSG00000063894",633,871,991,1973,2817,2531,1965,919,1959
"ENSMUSG00000063895",0,0,0,3,0,0,0,0,0
"ENSMUSG00000063900",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063902",159,246,253,435,861,719,641,268,730
"ENSMUSG00000063903",1,1,8,0,15,2,2,0,0
"ENSMUSG00000063904",618,737,904,1404,2206,1734,1867,754,1557
"ENSMUSG00000063905",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063911",2,2,1,13,5,4,1,0,0
"ENSMUSG00000063919",380,516,1138,1502,1540,1857,1202,276,899
"ENSMUSG00000063929",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063931",568,719,1250,1211,2788,2527,2126,751,1860
"ENSMUSG00000063932",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063935",1,2,7,25,1,2,17,11,10
"ENSMUSG00000063952",528,838,862,1582,2183,1801,1930,554,1591
"ENSMUSG00000063953",147,200,177,95,420,632,418,153,325
"ENSMUSG00000063954",14,33,31,28,36,23,48,38,32
"ENSMUSG00000063971",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063972",154,226,262,525,404,356,409,138,386
"ENSMUSG00000063975",22,2,14,15,13,18,19,1,6
"ENSMUSG00000063994",0,0,0,0,0,0,0,0,0
"ENSMUSG00000063998",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064006",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064010",0,0,4,0,0,0,0,0,5
"ENSMUSG00000064016",1,0,0,0,0,0,0,0,0
"ENSMUSG00000064023",108,98,106,112,41,86,88,98,130
"ENSMUSG00000064030",326,370,378,598,1047,792,915,441,854
"ENSMUSG00000064032",4,4,1,6,6,8,3,0,4
"ENSMUSG00000064036",639,843,959,1347,1074,1189,1180,763,1530
"ENSMUSG00000064037",596,778,859,1364,2176,1826,1657,884,1780
"ENSMUSG00000064039",0,0,0,3,0,6,0,0,0
"ENSMUSG00000064043",670,1087,656,2703,221,220,569,862,1548
"ENSMUSG00000064044",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064052",83,17,99,201,351,348,26,39,306
"ENSMUSG00000064057",11,1,3,6,12,14,11,16,12
"ENSMUSG00000064061",1947,2259,2975,6306,6070,5678,4847,3411,6955
"ENSMUSG00000064063",1,1,0,3,0,1,1,4,4
"ENSMUSG00000064065",3607,4435,2429,5423,10135,7808,7754,1080,7642
"ENSMUSG00000064068",512,512,576,974,1509,1307,1399,648,1195
"ENSMUSG00000064080",97,283,142,281,179,249,218,150,419
"ENSMUSG00000064081",1,1,1,1,0,0,0,0,0
"ENSMUSG00000064084",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064090",85,190,117,200,110,103,114,89,196
"ENSMUSG00000064105",576,736,1333,1592,2658,2066,2007,820,1637
"ENSMUSG00000064109",17,20,4,21,7,16,12,16,13
"ENSMUSG00000064110",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064115",9079,11336,9701,22700,15216,14807,13168,8186,25449
"ENSMUSG00000064120",137,157,175,443,635,453,411,189,301
"ENSMUSG00000064121",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064125",173,197,212,561,241,195,286,116,581
"ENSMUSG00000064127",1482,2228,1843,4095,4329,3873,3321,1626,4392
"ENSMUSG00000064128",77,90,79,200,441,371,235,122,207
"ENSMUSG00000064129",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064137",0,0,0,0,0,1,0,0,0
"ENSMUSG00000064138",1467,1906,1943,3547,2873,3274,2783,1630,3951
"ENSMUSG00000064140",0,0,1,0,3,3,1,0,3
"ENSMUSG00000064141",15,16,21,35,50,86,54,24,48
"ENSMUSG00000064145",1087,1572,1691,2736,4077,3527,3160,1430,2980
"ENSMUSG00000064147",2,1,2,6,11,2,3,6,11
"ENSMUSG00000064156",0,0,0,0,11,0,3,0,0
"ENSMUSG00000064158",0,1,1,2,7,3,8,0,0
"ENSMUSG00000064165",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064177",0,0,1,0,17,6,5,0,1
"ENSMUSG00000064179",132,135,905,172,14,49,139,98,283
"ENSMUSG00000064181",449,565,715,1085,2225,1933,1685,597,1191
"ENSMUSG00000064193",7,28,26,33,40,34,40,16,65
"ENSMUSG00000064194",0,0,0,0,0,0,0,0,1
"ENSMUSG00000064201",6,11,12,10,1,0,3,8,21
"ENSMUSG00000064202",85,94,75,141,108,124,105,51,171
"ENSMUSG00000064208",6,3,8,11,14,13,9,7,7
"ENSMUSG00000064210",704,1075,1171,2109,2011,1596,1758,935,1612
"ENSMUSG00000064213",0,0,0,1,0,0,0,0,0
"ENSMUSG00000064215",856,1032,769,1181,1519,1645,1973,989,1748
"ENSMUSG00000064220",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064223",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064224",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064225",1306,1710,1603,3497,4979,3226,3041,1406,3220
"ENSMUSG00000064231",0,0,1,0,0,0,0,1,0
"ENSMUSG00000064232",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064246",671,825,1115,1411,1737,1234,1382,817,1256
"ENSMUSG00000064247",444,520,514,1122,216,206,395,733,1007
"ENSMUSG00000064252",1,0,0,0,0,0,0,0,0
"ENSMUSG00000064254",157,220,286,380,567,586,620,221,552
"ENSMUSG00000064259",0,0,0,0,0,0,0,3,0
"ENSMUSG00000064262",44,122,92,114,170,202,174,93,177
"ENSMUSG00000064263",1,1,2,1,0,0,0,0,0
"ENSMUSG00000064264",431,532,631,835,860,849,1085,645,1126
"ENSMUSG00000064267",62,54,53,151,73,104,77,145,89
"ENSMUSG00000064272",1,0,0,2,0,0,0,0,0
"ENSMUSG00000064280",14,3,22,10,28,78,44,12,5
"ENSMUSG00000064281",0,1,2,3,4,4,6,1,4
"ENSMUSG00000064284",198,195,261,425,428,444,431,355,528
"ENSMUSG00000064288",248,183,262,286,713,952,1466,223,434
"ENSMUSG00000064289",1048,1450,1285,2069,2168,2057,1858,1145,2387
"ENSMUSG00000064293",939,637,2183,3783,2149,1555,1722,944,2101
"ENSMUSG00000064294",154,280,166,345,236,135,346,136,311
"ENSMUSG00000064299",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064302",2657,3845,4346,8572,7120,6219,5848,2888,7934
"ENSMUSG00000064307",84,123,150,203,186,227,196,137,217
"ENSMUSG00000064308",7,10,2,5,1,0,5,4,6
"ENSMUSG00000064310",0,3,5,8,1,0,0,1,7
"ENSMUSG00000064317",2,8,10,7,18,14,20,8,18
"ENSMUSG00000064325",376,581,864,864,1120,2233,1805,518,935
"ENSMUSG00000064326",139,187,216,318,595,615,622,184,448
"ENSMUSG00000064329",5940,6879,8209,11788,27744,20300,17972,4671,20440
"ENSMUSG00000064330",11,6,8,57,6,4,11,55,50
"ENSMUSG00000064333",0,0,0,0,1,0,0,0,0
"ENSMUSG00000064336",0,0,0,0,0,0,1,0,0
"ENSMUSG00000064337",407302,680415,648926,1237925,725369,1072607,1245915,653348,1334616
"ENSMUSG00000064338",7,6,5,21,29,20,23,2,10
"ENSMUSG00000064339",5198938,5775774,6126722,9672167,6890974,10561065,10322017,7694484,11820675
"ENSMUSG00000064340",2,1,5,11,16,6,4,0,9
"ENSMUSG00000064341",153534,205533,163841,301179,229936,302590,237009,212645,276055
"ENSMUSG00000064342",381,681,645,1267,361,1134,1623,654,1223
"ENSMUSG00000064343",191,196,293,538,245,514,474,272,513
"ENSMUSG00000064344",81,84,73,213,154,170,241,60,204
"ENSMUSG00000064345",34817,50992,38163,78023,53770,78452,64682,50574,69929
"ENSMUSG00000064346",1248,1899,1917,2652,2187,2515,4158,2156,4050
"ENSMUSG00000064347",40,51,33,75,65,66,110,54,119
"ENSMUSG00000064348",0,2,0,0,2,0,0,0,0
"ENSMUSG00000064349",1,2,0,7,3,1,4,2,1
"ENSMUSG00000064350",26,38,56,73,32,74,100,41,106
"ENSMUSG00000064351",645361,961724,905675,1378092,1160632,1175078,1130124,832131,1406764
"ENSMUSG00000064352",34,88,76,124,68,74,102,71,233
"ENSMUSG00000064353",0,0,1,0,0,0,0,0,0
"ENSMUSG00000064354",1134,1752,1801,2412,1865,1921,1801,1711,2371
"ENSMUSG00000064355",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064356",31,40,21,66,35,53,63,50,46
"ENSMUSG00000064357",515,673,471,845,714,746,783,728,889
"ENSMUSG00000064358",2286,2954,2872,4054,3449,3641,3242,3574,4523
"ENSMUSG00000064359",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064360",506,737,652,932,651,807,880,1022,1075
"ENSMUSG00000064361",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064363",51713,71243,58396,108838,83761,106887,93696,72800,96981
"ENSMUSG00000064364",0,0,0,0,0,0,0,0,1
"ENSMUSG00000064365",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064366",0,0,0,4,1,3,4,0,5
"ENSMUSG00000064367",38935,52561,43567,83756,64850,77338,70041,41692,81931
"ENSMUSG00000064368",1830,2541,2309,3873,3613,5055,4243,2447,4916
"ENSMUSG00000064369",46,38,49,65,55,98,97,55,125
"ENSMUSG00000064370",119187,160132,133456,252836,186506,224330,200054,161824,242153
"ENSMUSG00000064371",65,98,100,289,179,116,215,87,161
"ENSMUSG00000064372",721,1251,1281,1685,1334,1530,1935,1193,3385
"ENSMUSG00000064373",11403,13502,18031,27246,21539,31540,26180,19780,37595
"ENSMUSG00000064377",39,47,86,179,236,145,89,46,88
"ENSMUSG00000064380",738,818,1271,1416,2735,3125,2848,1074,2564
"ENSMUSG00000064382",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064386",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064387",1,0,1,1,1,2,1,0,0
"ENSMUSG00000064389",0,2,2,7,6,6,3,1,4
"ENSMUSG00000064390",6,9,11,17,13,20,14,4,6
"ENSMUSG00000064391",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064392",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064394",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064395",0,0,0,0,0,1,0,0,0
"ENSMUSG00000064398",2,2,10,9,14,20,12,4,8
"ENSMUSG00000064399",0,0,0,1,0,0,0,0,0
"ENSMUSG00000064400",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064403",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064405",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064407",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064408",0,0,0,0,1,2,0,0,0
"ENSMUSG00000064410",2,0,1,5,1,0,0,0,1
"ENSMUSG00000064413",4,2,0,4,1,2,1,0,1
"ENSMUSG00000064416",0,0,0,3,0,0,0,0,0
"ENSMUSG00000064417",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064419",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064427",32,44,56,112,165,143,176,41,154
"ENSMUSG00000064432",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064435",0,0,1,6,16,2,0,0,3
"ENSMUSG00000064436",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064437",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064440",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064441",0,0,0,6,7,20,3,0,4
"ENSMUSG00000064442",0,2,0,7,10,5,5,1,1
"ENSMUSG00000064443",0,0,0,10,0,5,1,0,5
"ENSMUSG00000064444",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064446",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064450",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064451",84,65,188,279,213,166,221,85,513
"ENSMUSG00000064452",9,26,47,86,19,26,11,14,27
"ENSMUSG00000064453",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064460",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064463",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064468",0,0,0,1,0,0,0,0,0
"ENSMUSG00000064471",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064472",1,1,0,0,1,0,3,1,0
"ENSMUSG00000064476",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064477",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064481",0,0,0,0,0,0,0,2,0
"ENSMUSG00000064485",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064486",1,2,2,4,1,3,2,0,7
"ENSMUSG00000064487",8,12,59,41,28,30,34,37,105
"ENSMUSG00000064490",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064492",0,0,1,2,0,0,1,0,0
"ENSMUSG00000064493",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064495",0,5,3,10,18,13,8,5,6
"ENSMUSG00000064496",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064500",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064511",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064512",0,0,0,0,1,0,0,0,0
"ENSMUSG00000064513",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064514",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064515",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064517",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064522",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064524",0,0,0,0,0,0,0,0,1
"ENSMUSG00000064525",0,0,0,2,0,2,1,1,2
"ENSMUSG00000064526",0,0,1,0,0,0,0,0,0
"ENSMUSG00000064527",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064529",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064530",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064532",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064536",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064540",0,0,3,1,13,12,4,0,2
"ENSMUSG00000064541",1,0,0,2,0,0,0,0,1
"ENSMUSG00000064542",2,6,5,13,19,8,17,11,5
"ENSMUSG00000064543",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064545",10,4,3,11,2,4,5,3,12
"ENSMUSG00000064548",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064549",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064550",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064551",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064553",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064554",0,0,0,1,0,0,2,0,3
"ENSMUSG00000064555",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064556",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064558",12,11,23,55,85,63,74,7,37
"ENSMUSG00000064563",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064565",0,1,1,13,3,0,3,0,2
"ENSMUSG00000064566",4,8,18,18,15,26,3,4,10
"ENSMUSG00000064567",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064569",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064570",0,0,0,0,0,0,0,1,0
"ENSMUSG00000064572",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064573",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064579",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064580",0,1,0,6,3,2,2,2,0
"ENSMUSG00000064581",2,1,4,2,8,11,7,2,9
"ENSMUSG00000064582",1,0,0,2,0,1,2,0,1
"ENSMUSG00000064584",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064585",81,69,103,268,263,127,227,87,321
"ENSMUSG00000064586",1,2,2,18,0,1,0,1,8
"ENSMUSG00000064587",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064590",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064591",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064595",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064596",2,0,1,1,0,0,0,0,2
"ENSMUSG00000064597",0,1,1,4,5,1,1,2,0
"ENSMUSG00000064600",17,6,15,62,36,48,40,10,60
"ENSMUSG00000064601",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064602",4,1,5,12,18,23,13,17,7
"ENSMUSG00000064604",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064605",0,0,0,0,0,1,0,0,0
"ENSMUSG00000064606",0,0,0,0,1,0,0,0,0
"ENSMUSG00000064609",2,1,8,9,6,10,4,2,3
"ENSMUSG00000064612",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064613",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064619",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064620",0,1,3,4,12,9,9,5,12
"ENSMUSG00000064621",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064622",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064624",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064630",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064632",0,0,0,0,0,2,0,0,0
"ENSMUSG00000064634",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064637",3,0,5,20,18,15,24,15,11
"ENSMUSG00000064644",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064646",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064647",2,4,9,13,40,17,17,5,6
"ENSMUSG00000064648",0,0,0,1,1,4,1,0,3
"ENSMUSG00000064652",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064653",3,0,0,7,4,2,1,0,4
"ENSMUSG00000064655",226,135,334,446,764,711,782,185,590
"ENSMUSG00000064658",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064659",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064664",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064665",0,0,0,0,0,0,0,0,0
"ENSMUSG00000064666",0,0,0,0,0,0,0,0,0
