"","Mmus_C57-6J_SPL_cells_Rep1_SP1","Mmus_C57-6J_SPL_ss-tissues_Rep1_SP1","Mmus_C57-6J_SPL_ss-tissues_Rep2_SP2","Mmus_C57-6J_SPL_ss-tissues_Rep3_SP3","Mmus_C57-6J_SPL_tissues_Rep1_SP1"
"ENSMUSG00000116730",0,0,0,0,0
"ENSMUSG00000116731",0,0,0,0,0
"ENSMUSG00000116732",0,0,1,0,0
"ENSMUSG00000116733",4,6,8,7,9
"ENSMUSG00000116734",0,0,0,0,0
"ENSMUSG00000116735",0,0,0,0,0
"ENSMUSG00000116736",0,0,0,0,0
"ENSMUSG00000116737",0,0,0,0,0
"ENSMUSG00000116738",0,0,0,0,0
"ENSMUSG00000116739",0,0,0,0,0
"ENSMUSG00000116740",0,0,0,0,0
"ENSMUSG00000116741",0,0,0,0,0
"ENSMUSG00000116742",0,0,0,0,0
"ENSMUSG00000116743",0,1.07,5.14,1.95,1.15
"ENSMUSG00000116744",0,0,0,0,0
"ENSMUSG00000116745",0,0,0,0,0
"ENSMUSG00000116746",0,0,0,0,0
"ENSMUSG00000116747",0,0,0,0,0
"ENSMUSG00000116748",0,0,0,0,0
"ENSMUSG00000116749",0,0,0,0,0
"ENSMUSG00000116750",0,0,0,0,0
"ENSMUSG00000116751",0,0,0,0,0
"ENSMUSG00000116752",0,0,0,0,0
"ENSMUSG00000116753",0,0,0,0,0
"ENSMUSG00000116754",0,0,0,0,0
"ENSMUSG00000116755",0,0,0,0,0
"ENSMUSG00000116756",0,0,0,0,0
"ENSMUSG00000116757",0,0,0,0,0
"ENSMUSG00000116758",0,0,0,0,0
"ENSMUSG00000116759",0,0,0,0,0
"ENSMUSG00000116760",1,1,4,2,2
"ENSMUSG00000116761",1,0,0,0,1
"ENSMUSG00000116762",0,0,0,0,2
"ENSMUSG00000116763",0,0,0,0,0
"ENSMUSG00000116764",0,0,0,0,0
"ENSMUSG00000116765",0,0,0,0,0
"ENSMUSG00000116766",2,1,2,1,1
"ENSMUSG00000116767",0,0,0,0,0
"ENSMUSG00000116768",0,0,0,0,0
"ENSMUSG00000116769",0,0,0,0,0
"ENSMUSG00000116770",0,0,0,0,0
"ENSMUSG00000116771",1,0,0,1.04,0
"ENSMUSG00000116772",0,0,0,0,0
"ENSMUSG00000116773",0,0,0,0,0
"ENSMUSG00000116774",0,0,0,0,0
"ENSMUSG00000116775",0,0,0,0,0
"ENSMUSG00000116776",0,0,0,0,0
"ENSMUSG00000116777",0,0,1,2,0
"ENSMUSG00000116778",0,1,0,0,0
"ENSMUSG00000116779",0,0,0,1,0
"ENSMUSG00000116780",2,0,0,2.21,0
"ENSMUSG00000116781",1,0,0,0,0
"ENSMUSG00000116782",0,0,0,0,0
"ENSMUSG00000116783",0,0,0,0,0
"ENSMUSG00000116784",0,0,0,0,0
"ENSMUSG00000116785",0,0,1,0,0
"ENSMUSG00000116786",0,0,0,0,0
"ENSMUSG00000116788",0,0,0,0,0
"ENSMUSG00000116789",1,6,1,2,3
"ENSMUSG00000116790",0,0,0,0,0
"ENSMUSG00000116791",0,0,0,0,0
"ENSMUSG00000116792",0,0,0,0,0
"ENSMUSG00000116793",0,0,0,0,0
"ENSMUSG00000116794",0,0,0,0,0
"ENSMUSG00000116795",3,3,1,0,3
"ENSMUSG00000116796",1,0,0,0,1
"ENSMUSG00000116797",0,0,0,0,0
"ENSMUSG00000116798",0,0.61,0,1,0.83
"ENSMUSG00000116799",0,0,0,0,0
"ENSMUSG00000116800",0,0,0,0,0
"ENSMUSG00000116801",0,0,0,0,0
"ENSMUSG00000116802",62,52,32.21,55,38
"ENSMUSG00000116803",0,0,0,0,0
"ENSMUSG00000116804",0,0,0,0,0
"ENSMUSG00000116805",0,0,0,0,0
"ENSMUSG00000116806",0,0,0,0,0
"ENSMUSG00000116807",0,0,0,0,0
"ENSMUSG00000116808",0,0,0,0,0
"ENSMUSG00000116809",0,0,0,0,0
"ENSMUSG00000116810",0,0,0,0,0
"ENSMUSG00000116811",0,1.08,0,2.02,1.52
"ENSMUSG00000116812",14.68,11.25,20.64,26.37,20.31
"ENSMUSG00000116813",0,0,0,0,0
"ENSMUSG00000116814",0,0,0,0,0
"ENSMUSG00000116815",21,11,8,15,14
"ENSMUSG00000116816",0,0,0,0,0
"ENSMUSG00000116817",0,0,0,1,0
"ENSMUSG00000116818",0,0,0,0,0
"ENSMUSG00000116819",0,0,1,1,0
"ENSMUSG00000116820",0,0,0,0,0
"ENSMUSG00000116821",0,0,0,0,0
"ENSMUSG00000116822",0,0,0,0,0
"ENSMUSG00000116823",0,0,0,0,0
"ENSMUSG00000116824",0,0,0,0,0
"ENSMUSG00000116825",0,0,2,0,0
"ENSMUSG00000116826",0,0,0,0,1
"ENSMUSG00000116827",2,1,0,1,3
"ENSMUSG00000116828",0,0,0,0,0
"ENSMUSG00000116829",0,0,0,0,0
"ENSMUSG00000116830",0,0,0,0,0
"ENSMUSG00000116831",1,0,0,0,1
"ENSMUSG00000116832",0,0,0,0,0
"ENSMUSG00000116833",0,0,0,0,0
"ENSMUSG00000116834",0,0,0,0,0
"ENSMUSG00000116835",0,3.31,0,4.22,1.81
"ENSMUSG00000116836",3.04,4.1,4.07,3.01,3.12
"ENSMUSG00000116837",0,0,0,0,0
"ENSMUSG00000116838",1,0,1,1,1
"ENSMUSG00000116839",0,0,0,0,0
"ENSMUSG00000116840",1.24,1,0,0,2.04
"ENSMUSG00000116841",0,0,0,0,0
"ENSMUSG00000116842",0,0,0,1,1
"ENSMUSG00000116843",0,0,0,0,0
"ENSMUSG00000116845",0,0,0,0,0
"ENSMUSG00000116846",0,5,0,1,6
"ENSMUSG00000116847",0,0,0,0,0
"ENSMUSG00000116848",0,0,0,0,0
"ENSMUSG00000116849",0,0,0,0,0
"ENSMUSG00000116850",1,0,1,1,0
"ENSMUSG00000116851",0,2,3,2,4
"ENSMUSG00000116852",0,0,0,0,1
"ENSMUSG00000116853",0,0,0,0,0
"ENSMUSG00000116854",0,0,0,0,0
"ENSMUSG00000116855",0,0,0,0,0
"ENSMUSG00000116857",0,0,0,0,0
"ENSMUSG00000116858",31.01,21,35.35,32,19
"ENSMUSG00000116859",0,0,0,0,0
"ENSMUSG00000116860",0,0,0,1,0
"ENSMUSG00000116861",0,0,0,0,0
"ENSMUSG00000116862",0,0,0,0,0
"ENSMUSG00000116863",1,0,0,1,0
"ENSMUSG00000116864",0,0,1.3,0,1.71
"ENSMUSG00000116865",0,0,0,0,0
"ENSMUSG00000116866",0,0,0,0,0
"ENSMUSG00000116867",0,0,0,0,0
"ENSMUSG00000116868",3.98,2.32,2.35,1.64,1.67
"ENSMUSG00000116870",0,0,0,0,0
"ENSMUSG00000116871",0,0,0,0,0
"ENSMUSG00000116872",0,0,0,0,0
"ENSMUSG00000116873",0,0,0,0,0
"ENSMUSG00000116874",0,0,0,0,0
"ENSMUSG00000116875",546.33,905.61,888.51,980.44,729.11
"ENSMUSG00000116876",57.12,0.08,101.68,49.27,0.69
"ENSMUSG00000116877",1,0,0,0,0
"ENSMUSG00000116878",0,0,0,0,0
"ENSMUSG00000116879",3,3,2,3,3
"ENSMUSG00000116880",0,0,0,0,0
"ENSMUSG00000116881",0,0,0,0,0
"ENSMUSG00000116882",0,0,0,0,0
"ENSMUSG00000116883",7,4,1,5,3
"ENSMUSG00000116884",14.78,14.31,36.73,31.6,9.42
"ENSMUSG00000116885",0,0,0,0,0
"ENSMUSG00000116886",0,0,0,0,0
"ENSMUSG00000116887",0,0,0,0,0
"ENSMUSG00000116888",0,0,0,0,0
"ENSMUSG00000116889",0,0,0,0,0
"ENSMUSG00000116890",0,0,1,0,0
"ENSMUSG00000116891",4,3,6,3,3
"ENSMUSG00000116892",0,0,0,0,0
"ENSMUSG00000116893",0,0,0,0,0
"ENSMUSG00000116894",0,0,0,0,0
"ENSMUSG00000116895",12.58,11.06,32.79,13.06,12.17
"ENSMUSG00000116896",0,0,0,0,0
"ENSMUSG00000116897",0,0,0,0,0
"ENSMUSG00000116898",2,1,0,1,5
"ENSMUSG00000116899",0,0,0,0,0
"ENSMUSG00000116900",0,0,0,0,0
"ENSMUSG00000116901",0,0,0,0,0
"ENSMUSG00000116902",0,0,0,0,0
"ENSMUSG00000116903",0,2,1,2,0
"ENSMUSG00000116904",0,0,0,0,0
"ENSMUSG00000116905",0,0,0,0,0
"ENSMUSG00000116906",0,0,0,0,0
"ENSMUSG00000116907",0,0,0,0,0
"ENSMUSG00000116908",94,61,61,89,61
"ENSMUSG00000116909",0,0,0,0,0
"ENSMUSG00000116910",0,0,0,0,0
"ENSMUSG00000116911",0,0,0,0,0
"ENSMUSG00000116912",3.01,5.04,1.01,0,6.07
"ENSMUSG00000116913",0,0,0,0,0
"ENSMUSG00000116914",0,0,0,0,0
"ENSMUSG00000116915",0,0,0,0,0
"ENSMUSG00000116916",0,0,0,0,0
"ENSMUSG00000116917",0,0,0,0,0
"ENSMUSG00000116918",0,0,0,0,0
"ENSMUSG00000116919",13,11,16,23,12
"ENSMUSG00000116920",0,0,0,0,0
"ENSMUSG00000116921",0,0,0,0,0
"ENSMUSG00000116922",0,3,3,7,1
"ENSMUSG00000116923",0,0,0,0,0
"ENSMUSG00000116924",0,0,0,0,0
"ENSMUSG00000116925",24.24,9.89,1.83,0,4.42
"ENSMUSG00000116926",0,0,0,0,0
"ENSMUSG00000116927",1,1,2,2,1
"ENSMUSG00000116928",0,0,0,0,0
"ENSMUSG00000116929",0,0,0,0,0
"ENSMUSG00000116930",0,0,0,0,0
"ENSMUSG00000116931",0,0,0,0,0
"ENSMUSG00000116932",0,0,0,0,0
"ENSMUSG00000116933",0,0,0,0,0
"ENSMUSG00000116934",0,0,0,0,0
"ENSMUSG00000116935",0,2.57,1.14,0,0
"ENSMUSG00000116936",0,0,0,0,0
"ENSMUSG00000116937",0,0,0,0,0
"ENSMUSG00000116938",0,0,0,0,0
"ENSMUSG00000116939",0,0,0,0,0
"ENSMUSG00000116940",0,0,0,0,0
"ENSMUSG00000116941",1,0,0,0,0
"ENSMUSG00000116942",0,1,4,1,0
"ENSMUSG00000116943",1,0,0,0,0
"ENSMUSG00000116944",0,0,0,0,0
"ENSMUSG00000116945",0,0,0,0,0
"ENSMUSG00000116946",22,28,24,23,33
"ENSMUSG00000116947",0,1,3,1,0
"ENSMUSG00000116948",0,0,0,0,0
"ENSMUSG00000116949",0,0,0,0,0
"ENSMUSG00000116950",0,2,1,0,1
"ENSMUSG00000116951",0,0,0,0,0
"ENSMUSG00000116952",0,0,0,0,0
"ENSMUSG00000116953",164.96,131.46,196.76,217.36,165.63
"ENSMUSG00000116954",0,0,0,0,0
"ENSMUSG00000116955",0,0,0,0,0
"ENSMUSG00000116956",0,0,0,0,0
"ENSMUSG00000116957",29,58,78,64,49
"ENSMUSG00000116958",0,0,0,0,0
"ENSMUSG00000116959",0,0,0,0,1
"ENSMUSG00000116960",0,0,0,0,0
"ENSMUSG00000116961",0,0,0,0,1
"ENSMUSG00000116962",0,0,0,0,0
"ENSMUSG00000116963",0,0,0,0,0
"ENSMUSG00000116964",0,0,0,0,0
"ENSMUSG00000116965",0,0,0,0,0
"ENSMUSG00000116966",0,0,0,0,0
"ENSMUSG00000116967",0,0,0,0,0
"ENSMUSG00000116968",1,0,1,0,0
"ENSMUSG00000116969",0,0,0,0,0
"ENSMUSG00000116970",0,0,0,0,0
"ENSMUSG00000116971",0,0,0,0,0
"ENSMUSG00000116972",5.29,0,1.01,1.01,1.02
"ENSMUSG00000116973",0,0,0,0,0
"ENSMUSG00000116974",0,0,0,0,0
"ENSMUSG00000116975",0,1,0,0,0
"ENSMUSG00000116976",0,0,0,0,0
"ENSMUSG00000116977",0,0,0,0,0
"ENSMUSG00000116978",0,0,0,0,0
"ENSMUSG00000116979",0,0,0,0,0
"ENSMUSG00000116980",0,0,0,0,0
"ENSMUSG00000116981",0,0,0,0,0
"ENSMUSG00000116982",0,0,0,0,0
"ENSMUSG00000116983",0,0,0,0,0
"ENSMUSG00000116984",0,0,0,0,0
"ENSMUSG00000116985",0,0,0,0,1
"ENSMUSG00000116986",0,0,0,0,0
"ENSMUSG00000116987",1,1,4,4,5
"ENSMUSG00000116988",0,87.81,129.08,111.01,15
"ENSMUSG00000116989",0,0,0,0,0
"ENSMUSG00000116990",0,0,0,0,0
"ENSMUSG00000116991",0,0,0,0,0
"ENSMUSG00000116992",0,0,0,0,1.11
"ENSMUSG00000116993",2,17,17,19,22
"ENSMUSG00000116994",1,0,0,2,0
"ENSMUSG00000116995",168,140,165,163,144
"ENSMUSG00000116996",0,0,0,0,0
"ENSMUSG00000116997",0,0,0,0,0
"ENSMUSG00000116998",0,0,0,0,0
"ENSMUSG00000116999",0,0,0,0,0
"ENSMUSG00000117000",0,0,0,0,0
"ENSMUSG00000117001",1,2,3,1,0
"ENSMUSG00000117002",0,0,0,0,0
"ENSMUSG00000117003",0,0,0,0,0
"ENSMUSG00000117004",0,0,0,0,0
"ENSMUSG00000117005",0,0,0,0,0
"ENSMUSG00000117006",0,0,0,0,0
"ENSMUSG00000117007",1,0,0,0,0
"ENSMUSG00000117008",0,0,0,0,0
"ENSMUSG00000117009",0,0,0,0,0
"ENSMUSG00000117010",0,0,0,0,0
"ENSMUSG00000117011",0,0,0,0,1
"ENSMUSG00000117012",0,0,0,0,0
"ENSMUSG00000117013",17.31,7,11,17.26,17
"ENSMUSG00000117014",0,0,0,0,0
"ENSMUSG00000117015",0,0,0,0,0
"ENSMUSG00000117016",0,0,0,0,0
"ENSMUSG00000117017",0,0,0,0,0
"ENSMUSG00000117018",0,0,0,0,0
"ENSMUSG00000117019",1,0,0,0,1
"ENSMUSG00000117020",0,0,0,0,0
"ENSMUSG00000117021",0,0,0,0,0
"ENSMUSG00000117022",0,0,0,0,0
"ENSMUSG00000117023",0,0,0,0,0
"ENSMUSG00000117024",0,0,0,0,0
"ENSMUSG00000117025",0,0,0,0,0
"ENSMUSG00000117026",0,0,0,0,0
"ENSMUSG00000117027",5,4,3,2,3
"ENSMUSG00000117028",32.36,13.09,30.53,30.35,22.76
"ENSMUSG00000117029",0,1,0,0,0
"ENSMUSG00000117030",0,0,0,0,0
"ENSMUSG00000117031",0,0,0,0,0
"ENSMUSG00000117033",0,0,0,0,0
"ENSMUSG00000117034",0,0,0,0,0
"ENSMUSG00000117035",0,0,0,0,0
"ENSMUSG00000117036",0,0,0,0,0
"ENSMUSG00000117037",8.77,3,5,8.07,9.94
"ENSMUSG00000117038",0,0,0,0,0
"ENSMUSG00000117039",0,0,0,0,0
"ENSMUSG00000117040",0,0,0,0,0
"ENSMUSG00000117041",0,0,0,0,0
"ENSMUSG00000117042",0,1,1.99,7,0
"ENSMUSG00000117043",0,0,0,0,0
"ENSMUSG00000117044",0,0,0,0,0
"ENSMUSG00000117045",0,0,0,0,1
"ENSMUSG00000117046",0,0,0,0,0
"ENSMUSG00000117047",0,0,0,0,0
"ENSMUSG00000117048",0,0,0,0,0
"ENSMUSG00000117049",0,0,0,0,0
"ENSMUSG00000117050",0,4,5,5,2
"ENSMUSG00000117051",0,0,0,0,0
"ENSMUSG00000117053",0,0,0,0,0
"ENSMUSG00000117054",0,0,0,0,0
"ENSMUSG00000117055",0,0,0,0,0
"ENSMUSG00000117056",0,0,0,0,0
"ENSMUSG00000117057",0,0,0,0,0
"ENSMUSG00000117058",0,0,0,0,0
"ENSMUSG00000117059",2,0,0,0,0
"ENSMUSG00000117060",0,0,0,0,0
"ENSMUSG00000117061",0,0,0,0,0
"ENSMUSG00000117062",0,0,0,0,0
"ENSMUSG00000117063",1,0,0.01,1,4
"ENSMUSG00000117064",0,0,0,0,0
"ENSMUSG00000117065",0,0,0,0,0
"ENSMUSG00000117066",0,0,0,0,0
"ENSMUSG00000117067",0,0,0,0,0
"ENSMUSG00000117068",0,0,0,0,0
"ENSMUSG00000117069",1.09,2.33,0,2.39,1.22
"ENSMUSG00000117070",0,0,0,0,0
"ENSMUSG00000117071",0,0,0,0,0
"ENSMUSG00000117072",0,0,0,0,0
"ENSMUSG00000117073",0,0,0,0,0
"ENSMUSG00000117074",0,0,0,0,1
"ENSMUSG00000117075",0,0,0,0,0
"ENSMUSG00000117076",0,0,0,0,0
"ENSMUSG00000117077",0,0,0,0,0
"ENSMUSG00000117078",0,0,0,0,0
"ENSMUSG00000117079",1,14,15,15,7
"ENSMUSG00000117080",1,0,0,0,0
"ENSMUSG00000117081",0,0,0,1,1.01
"ENSMUSG00000117082",0,0,0,0,0
"ENSMUSG00000117083",0,0,0,0,0
"ENSMUSG00000117084",0,0,0,0,0
"ENSMUSG00000117085",0,0,0,0,0
"ENSMUSG00000117086",0,0,0,0,0
"ENSMUSG00000117088",0,0,0,0,0
"ENSMUSG00000117089",1.01,0,0,0,0
"ENSMUSG00000117090",0,0,0,0,0
"ENSMUSG00000117091",0,0,0,0,0
"ENSMUSG00000117092",0,0,0,0,0
"ENSMUSG00000117093",0,0,0,0,0
"ENSMUSG00000117094",0,0,0,0,0
"ENSMUSG00000117095",0,0,0,0,0
"ENSMUSG00000117096",0,0,0,2,0
"ENSMUSG00000117098",1000.69,728.87,2266.52,1894.15,1122.4
"ENSMUSG00000117099",0,0,0,0,0
"ENSMUSG00000117100",0,0,0,0,0
"ENSMUSG00000117101",0,0,0,0,0
"ENSMUSG00000117102",1,1,1,0,0
"ENSMUSG00000117103",0,0,0,0,0
"ENSMUSG00000117104",0,2,3,1,3
"ENSMUSG00000117105",0,0,0,0,0
"ENSMUSG00000117106",0,0,0,0,0
"ENSMUSG00000117107",1,0,1,1,0
"ENSMUSG00000117108",0,0,0,0,0
"ENSMUSG00000117109",0,0,0,0,0
"ENSMUSG00000117110",0,0,0,1,0
"ENSMUSG00000117111",0,0,0,0,0
"ENSMUSG00000117112",0,0,0,0,0
"ENSMUSG00000117113",36.18,34.66,41.35,39.71,39.93
"ENSMUSG00000117114",0,0,0,0,0
"ENSMUSG00000117115",0,0,0,0,0
"ENSMUSG00000117116",0,0,0,0,0
"ENSMUSG00000117117",6,2,0,2,0
"ENSMUSG00000117118",0,0,0,0,0
"ENSMUSG00000117119",0,0,0,0,0
"ENSMUSG00000117120",0,0,0,0,0
"ENSMUSG00000117121",12,27,36,39,23
"ENSMUSG00000117122",0,0,0,0,0
"ENSMUSG00000117123",0,1,2,0,2
"ENSMUSG00000117124",0,0,0,0,0
"ENSMUSG00000117125",0,0,0,0,0
"ENSMUSG00000117126",0,0,0,0,0
"ENSMUSG00000117127",0,0,0,0,0
"ENSMUSG00000117128",1,0,0,0,1
"ENSMUSG00000117129",0,0,2,0,0
"ENSMUSG00000117130",0,0,1,1,1
"ENSMUSG00000117131",0,0,0,0,1
"ENSMUSG00000117132",0,0,0,0,0
"ENSMUSG00000117133",0,0,0,0,0
"ENSMUSG00000117134",0,0,0,0,0
"ENSMUSG00000117135",0,0,0,0,0
"ENSMUSG00000117136",0,0,0,0,0
"ENSMUSG00000117137",0,0,0,0,0
"ENSMUSG00000117138",0,0,0,0,0
"ENSMUSG00000117139",0,0,0,0,0
"ENSMUSG00000117140",0,0,0,0,0
"ENSMUSG00000117141",0,0,0,0,0
"ENSMUSG00000117142",0,0,0,0,0
"ENSMUSG00000117143",0,0,0,0,0
"ENSMUSG00000117145",9,6,4,4,3
"ENSMUSG00000117146",0,0,0,0,0
"ENSMUSG00000117147",0,0,0,0,1
"ENSMUSG00000117148",0,0,0,0,1
"ENSMUSG00000117149",0,0,0,0,0
"ENSMUSG00000117150",0,0,0,0,0
"ENSMUSG00000117151",0,0,0,0,0
"ENSMUSG00000117154",0,0,0,0,0
"ENSMUSG00000117156",0,0,0,0,0
"ENSMUSG00000117157",0,0,0,0,0
"ENSMUSG00000117158",0,0,0,0,0
"ENSMUSG00000117159",0,0,0,0,0
"ENSMUSG00000117160",0,0,0,0,0
"ENSMUSG00000117161",0,1,0,0,0
"ENSMUSG00000117162",0,0,0,0,0
"ENSMUSG00000117163",0,0,0,0,0
"ENSMUSG00000117164",0,0,0,0,0
"ENSMUSG00000117165",0,0.65,0,0,0
"ENSMUSG00000117166",0,0,0,0,0
"ENSMUSG00000117167",0,0,0,0,0
"ENSMUSG00000117168",0,0,0,0,0
"ENSMUSG00000117169",0,0,0,0,0
"ENSMUSG00000117170",0,0,0,0,0
"ENSMUSG00000117171",1.07,0,5.12,7.26,5
"ENSMUSG00000117172",0,0,0,0,0
"ENSMUSG00000117173",0,0,0,0,0
"ENSMUSG00000117174",1,0,0,0,0
"ENSMUSG00000117175",2,1,1,1,1
"ENSMUSG00000117176",0,0,0,0,0
"ENSMUSG00000117177",0,0,0,0,0
"ENSMUSG00000117178",0,0,0,0,0
"ENSMUSG00000117179",2,0,1,5,1
"ENSMUSG00000117180",0,0,0,0,0
"ENSMUSG00000117181",0,0,0,0,0
"ENSMUSG00000117182",0,0,0,0,0
"ENSMUSG00000117183",78,43,26,54,55
"ENSMUSG00000117184",0,0,0,0,0
"ENSMUSG00000117185",0,0,0,0,0
"ENSMUSG00000117186",0,0,0,0,0
"ENSMUSG00000117187",1,0,1,1,0
"ENSMUSG00000117188",0,0,0,0,0
"ENSMUSG00000117189",0,0,0,0,0
"ENSMUSG00000117190",0,0,0,0,0
"ENSMUSG00000117191",0,0,0,0,0
"ENSMUSG00000117192",2,1,2,3,3
"ENSMUSG00000117193",0,0,0,0,0
"ENSMUSG00000117194",0,0,0,0,0
"ENSMUSG00000117195",0,0,0,0,0
"ENSMUSG00000117196",0,0,0,0,0
"ENSMUSG00000117197",0,0,0,0,0
"ENSMUSG00000117198",0,0,0,0,0
"ENSMUSG00000117199",0,0,0,1,0
"ENSMUSG00000117200",0,0,0,0,0
"ENSMUSG00000117201",0,0,0,0,0
"ENSMUSG00000117202",0,0,0,0,0
"ENSMUSG00000117203",0,0,0,0,0
"ENSMUSG00000117204",0,0,0,0,0
"ENSMUSG00000117205",1,1,0,0,0
"ENSMUSG00000117206",0,0,0,0,0
"ENSMUSG00000117207",0,0,0,0,0
"ENSMUSG00000117208",0,0,0,0,0
"ENSMUSG00000117209",0,0,0,0,0
"ENSMUSG00000117210",0,0,0,0,0
"ENSMUSG00000117211",0,0,0,0,0
"ENSMUSG00000117213",0,0,0,0,0
"ENSMUSG00000117214",0,0,0,0,0
"ENSMUSG00000117215",0,0,0,0,0
"ENSMUSG00000117216",0,0,0.86,0,0
"ENSMUSG00000117217",0,0,0,0,0
"ENSMUSG00000117218",1,0,1,0,0
"ENSMUSG00000117219",4,0,2,1,3
"ENSMUSG00000117220",0,0,0,0,0
"ENSMUSG00000117221",0,0,0,0,0
"ENSMUSG00000117222",0,0,0,0,0
"ENSMUSG00000117223",0,0,0,0,0
"ENSMUSG00000117224",0,0,0,0,0
"ENSMUSG00000117225",0,0,0,0,0
"ENSMUSG00000117226",0,0,0,0,0
"ENSMUSG00000117227",0,0,0,0,0
"ENSMUSG00000117228",0,0,0,0,0
"ENSMUSG00000117229",0,1,0,1,0
"ENSMUSG00000117230",0,0,0,0,0
"ENSMUSG00000117231",0,0,0,1,0
"ENSMUSG00000117232",0,0,0,0,0
"ENSMUSG00000117233",0,0,0,0,0
"ENSMUSG00000117234",0,1,0,1,1
"ENSMUSG00000117235",0,0,0,0,0
"ENSMUSG00000117236",0,0,0,0,0
"ENSMUSG00000117237",0,1,0,0,0
"ENSMUSG00000117238",0,0,0,0,0
"ENSMUSG00000117239",0,7.4,5,3,9
"ENSMUSG00000117240",0,0,0,0,0
"ENSMUSG00000117241",1.01,0,0,1.01,0
"ENSMUSG00000117243",0,0,0,0,0
"ENSMUSG00000117244",0,0,0,0,0
"ENSMUSG00000117245",3,2,1,0,0
"ENSMUSG00000117246",0,0,0,0,0
"ENSMUSG00000117247",0,0,0,0,0
"ENSMUSG00000117248",0,0,0,0,0
"ENSMUSG00000117249",0,0,0,0,0
"ENSMUSG00000117250",2,4,3,5,4
"ENSMUSG00000117251",0,0,0,0,0
"ENSMUSG00000117252",1,0,0,0,0
"ENSMUSG00000117253",0,0,0,0,0
"ENSMUSG00000117254",0,1,0,0,0
"ENSMUSG00000117255",4.38,4,4.15,2.12,5.16
"ENSMUSG00000117256",0,0,0,1,0
"ENSMUSG00000117257",0,0,0,0,0
"ENSMUSG00000117258",0,0,0,0,0
"ENSMUSG00000117259",0,0,0,0,0
"ENSMUSG00000117260",0,0,0,0,0
"ENSMUSG00000117262",1,2,3,3,1
"ENSMUSG00000117263",4,11,4,7,11
"ENSMUSG00000117264",0,0,0,0,0
"ENSMUSG00000117265",0,0,0,0,0
"ENSMUSG00000117266",0,0,0,0,0
"ENSMUSG00000117267",0,0,0,0,0
"ENSMUSG00000117268",0,0,0,0,0
"ENSMUSG00000117269",2,2,4,1,0
"ENSMUSG00000117270",0,0,0,0,1
"ENSMUSG00000117271",0,0,0,0,0
"ENSMUSG00000117272",0,0,0,0,0
"ENSMUSG00000117273",0,0,0,0,0
"ENSMUSG00000117274",0,0,0,0,0
"ENSMUSG00000117275",1,0,0,0,0
"ENSMUSG00000117276",0,0,0,0,0
"ENSMUSG00000117277",0,0,0,0,0
"ENSMUSG00000117278",0,0,0,0,0
"ENSMUSG00000117279",0,0,0,0,0
"ENSMUSG00000117280",0,0,0,0,0
"ENSMUSG00000117281",0,0,0,0,0
"ENSMUSG00000117282",0,0,1,0,0
"ENSMUSG00000117283",0,0,0,0,0
"ENSMUSG00000117284",204.63,150,84.25,137.72,165.89
"ENSMUSG00000117285",5,5,6,2,8
"ENSMUSG00000117286",221.96,198.34,236.66,239.43,92.41
"ENSMUSG00000117287",0,0,0,0,0
"ENSMUSG00000117288",0,0,0,0,0
"ENSMUSG00000117289",1,3,0,1,0
"ENSMUSG00000117290",0,0,0,0,0
"ENSMUSG00000117291",0,0,0,0,0
"ENSMUSG00000117292",3,4,3,4,5
"ENSMUSG00000117293",0,0,0,0,0
"ENSMUSG00000117294",1,2,2,1,3
"ENSMUSG00000117295",0,0,0,0,0
"ENSMUSG00000117296",0,0,0,0,0
"ENSMUSG00000117297",0,0,0,0,0
"ENSMUSG00000117298",0,0,0,0,0
"ENSMUSG00000117299",0,0,0,0,0
"ENSMUSG00000117300",0,0,0,0,1.02
"ENSMUSG00000117301",0,1,3,1,2
"ENSMUSG00000117302",0,0,0,0,0
"ENSMUSG00000117303",0,3,1,2,0
"ENSMUSG00000117304",0,0,0,0,0
"ENSMUSG00000117305",0,0,0,0,0
"ENSMUSG00000117306",0,0,0,0,0
"ENSMUSG00000117307",0,0,0,0,0
"ENSMUSG00000117308",0,0,0,0,0
"ENSMUSG00000117309",1,0,2,1,0
"ENSMUSG00000117310",312.42,232.02,347.43,378.83,257.46
"ENSMUSG00000117311",0,0,0,0,0
"ENSMUSG00000117312",0,0,0,0,0
"ENSMUSG00000117313",3,2,1,0,1
"ENSMUSG00000117314",0,0,1,3,0
"ENSMUSG00000117315",1,1,1,0,0
"ENSMUSG00000117316",0,0,0,0,0
"ENSMUSG00000117317",1,2,1,2,1
"ENSMUSG00000117318",1,0,1,0,0
"ENSMUSG00000117319",0,0,0,0,0
"ENSMUSG00000117320",0,0,0,0,0
"ENSMUSG00000117321",0,0,0,1,1
"ENSMUSG00000117322",7.2,10.27,11.24,9.15,10.21
"ENSMUSG00000117323",0,0,0,0,0
"ENSMUSG00000117324",0,0,0,1,0
"ENSMUSG00000117325",0,0,0,0,0
"ENSMUSG00000117326",0,0,0,0,0
"ENSMUSG00000117327",2.06,1.02,1.01,0,1.01
"ENSMUSG00000117328",0,0,0,0,0
"ENSMUSG00000117329",0,0,0,0,0
"ENSMUSG00000117330",0,0,0,0,0
"ENSMUSG00000117331",0,0,0,0,0
"ENSMUSG00000117332",0,0,0,0,0
"ENSMUSG00000117333",4,10,6,6,7
