"","Mouse_hippocampus_1-2","Mouse_hippocampus_11-12","Mouse_hippocampus_13-14","Mouse_hippocampus_15-16","Mouse_hippocampus_3-4","Mouse_hippocampus_5-6","Mouse_hippocampus_7-8","Mouse_hippocampus_9-10"
"ENSMUSG00000090207",0,1,2,0,5,3,6,2
"ENSMUSG00000090208",1,0,0,0,0,2,0,0
"ENSMUSG00000090210",34,15,89,111,100,125,56,67
"ENSMUSG00000090211",2,5,3,3,3,1,0,7
"ENSMUSG00000090212",0,0,0,1,0,0,0,0
"ENSMUSG00000090213",602,522,892,847,856,715,1704,598
"ENSMUSG00000090214",0,0,0,0,0,0,0,0
"ENSMUSG00000090215",1,0,2,2,0,0,0,1
"ENSMUSG00000090216",0,0,2,0,0,2,1,2
"ENSMUSG00000090217",1,1,1,2,2,3,0,0
"ENSMUSG00000090219",0,0,0,0,0,0,0,0
"ENSMUSG00000090220",0,0,0,4,2,1,0,2
"ENSMUSG00000090222",5,2,1,5,4,1,0,3
"ENSMUSG00000090223",893,488,1315,1735,823,819,2141,851
"ENSMUSG00000090224",0,0,0,0,1,0,0,0
"ENSMUSG00000090225",0,0,0,0,0,0,0,0
"ENSMUSG00000090226",0,0,0,0,0,0,0,0
"ENSMUSG00000090227",0,0,1,0,0,1,0,0
"ENSMUSG00000090228",1,0,1,4,0,0,0,0
"ENSMUSG00000090230",6,4,7,2,5,6,7,3
"ENSMUSG00000090231",5,2,9,9,4,4,0,4
"ENSMUSG00000090232",0,0,0,0,0,0,0,0
"ENSMUSG00000090235",6,3,13,14,9,9,22,6
"ENSMUSG00000090236",44,33,35,45,62,54,46,38
"ENSMUSG00000090237",0,0,1,1,0,1,0,3
"ENSMUSG00000090242",0,0,0,0,0,0,0,0
"ENSMUSG00000090243",0,1,2,0,1,0,1,3
"ENSMUSG00000090244",0,1,1,2,1,0,0,1
"ENSMUSG00000090246",1,0,0,0,1,0,0,0
"ENSMUSG00000090247",83,83,153,139,126,144,394,110
"ENSMUSG00000090248",7,5,3,9,4,3,0,7
"ENSMUSG00000090249",0,0,0,0,0,0,0,0
"ENSMUSG00000090252",0,0,0,0,0,0,0,0
"ENSMUSG00000090254",0,0,0,1,0,0,1,0
"ENSMUSG00000090255",3,3,4,3,2,2,0,8
"ENSMUSG00000090256",2,1,8,9,6,5,0,3
"ENSMUSG00000090257",14,19,32,43,34,31,4,35
"ENSMUSG00000090258",108,79,137,159,150,151,272,129
"ENSMUSG00000090259",0,0,0,0,0,0,0,0
"ENSMUSG00000090260",16,12,28,26,18,17,1,16
"ENSMUSG00000090263",1,1,3,2,5,5,0,3
"ENSMUSG00000090264",0,3,3,2,3,5,0,2
"ENSMUSG00000090265",0,0,0,0,0,0,0,0
"ENSMUSG00000090266",274,247,327,366,345,298,708,253
"ENSMUSG00000090268",0,0,0,0,0,0,0,0
"ENSMUSG00000090270",1,0,0,0,0,0,1,0
"ENSMUSG00000090272",72,53,59,59,129,76,6,56
"ENSMUSG00000090273",7,6,6,12,16,10,12,10
"ENSMUSG00000090277",0,0,0,0,0,0,0,0
"ENSMUSG00000090284",2,0,0,0,1,0,0,0
"ENSMUSG00000090290",243,172,308,300,325,293,76,255
"ENSMUSG00000090291",1312,1413,1104,1169,1756,1117,1145,1071
"ENSMUSG00000090292",0,0,0,0,0,0,0,0
"ENSMUSG00000090293",1,1,0,0,0,1,0,0
"ENSMUSG00000090298",0,0,0,0,0,0,0,0
"ENSMUSG00000090300",0,0,0,0,0,0,0,0
"ENSMUSG00000090302",0,0,0,0,0,1,0,0
"ENSMUSG00000090303",0,0,0,0,1,0,0,0
"ENSMUSG00000090304",0,0,0,0,0,0,0,0
"ENSMUSG00000090305",1,1,0,0,0,1,0,1
"ENSMUSG00000090306",0,1,0,0,0,0,0,0
"ENSMUSG00000090307",27,13,34,19,32,23,3,12
"ENSMUSG00000090308",1,0,2,1,0,1,0,0
"ENSMUSG00000090314",0,0,0,0,0,0,0,0
"ENSMUSG00000090315",0,0,0,0,0,0,0,0
"ENSMUSG00000090317",4,5,5,4,2,5,9,4
"ENSMUSG00000090318",0,0,0,0,0,0,0,0
"ENSMUSG00000090319",4,2,4,2,7,2,13,2
"ENSMUSG00000090322",0,0,0,0,1,0,0,0
"ENSMUSG00000090323",0,0,0,0,1,0,0,0
"ENSMUSG00000090326",22,10,13,24,18,14,1,21
"ENSMUSG00000090327",5,2,5,4,2,2,2,4
"ENSMUSG00000090328",0,0,0,0,0,0,0,0
"ENSMUSG00000090329",3,1,1,0,0,0,0,1
"ENSMUSG00000090330",71,59,90,90,98,82,89,70
"ENSMUSG00000090331",2,1,2,3,2,2,9,2
"ENSMUSG00000090332",0,0,0,0,0,0,0,0
"ENSMUSG00000090333",0,0,0,0,0,0,0,0
"ENSMUSG00000090334",1,0,0,0,0,2,0,0
"ENSMUSG00000090336",25,22,46,40,42,25,28,39
"ENSMUSG00000090338",0,0,0,0,0,0,0,0
"ENSMUSG00000090341",0,0,0,0,0,0,0,0
"ENSMUSG00000090346",0,0,1,1,1,0,0,0
"ENSMUSG00000090350",0,0,0,1,0,0,0,0
"ENSMUSG00000090351",0,0,0,0,0,0,0,0
"ENSMUSG00000090352",0,0,0,0,0,0,0,0
"ENSMUSG00000090353",0,0,0,0,0,0,0,0
"ENSMUSG00000090355",0,0,0,0,0,0,0,0
"ENSMUSG00000090356",4,2,1,2,11,9,4,3
"ENSMUSG00000090357",0,0,1,0,0,1,0,0
"ENSMUSG00000090358",2,3,5,7,6,4,3,1
"ENSMUSG00000090362",0,0,0,0,0,0,0,0
"ENSMUSG00000090363",3,2,4,1,1,1,1,1
"ENSMUSG00000090364",0,0,0,0,0,0,0,0
"ENSMUSG00000090365",0,0,0,0,0,0,0,0
"ENSMUSG00000090369",3,4,3,5,3,1,0,1
"ENSMUSG00000090370",0,0,0,0,0,0,0,0
"ENSMUSG00000090374",0,1,0,1,0,1,0,4
"ENSMUSG00000090379",0,0,0,0,0,0,0,0
"ENSMUSG00000090381",0,2,4,2,0,2,0,0
"ENSMUSG00000090383",0,0,0,0,0,0,0,0
"ENSMUSG00000090385",0,0,0,0,0,0,0,0
"ENSMUSG00000090386",138,85,186,188,164,141,55,119
"ENSMUSG00000090387",8,8,16,9,7,17,1,14
"ENSMUSG00000090389",1,0,0,3,2,2,1,2
"ENSMUSG00000090394",39,39,70,78,78,50,21,59
"ENSMUSG00000090395",0,0,0,0,0,0,0,0
"ENSMUSG00000090396",0,0,0,0,0,0,0,0
"ENSMUSG00000090397",7,6,19,24,16,22,2,19
"ENSMUSG00000090404",0,0,0,0,0,0,0,0
"ENSMUSG00000090406",0,0,1,3,0,2,0,0
"ENSMUSG00000090408",0,0,0,0,0,0,0,0
"ENSMUSG00000090411",0,0,0,0,0,0,0,0
"ENSMUSG00000090417",0,0,0,0,0,0,0,0
"ENSMUSG00000090427",1,0,0,0,0,0,0,1
"ENSMUSG00000090429",1,2,1,1,0,0,1,2
"ENSMUSG00000090436",0,0,0,0,0,0,0,0
"ENSMUSG00000090439",7,10,16,16,10,9,42,8
"ENSMUSG00000090440",0,0,0,0,0,0,0,0
"ENSMUSG00000090441",0,0,0,0,0,0,0,0
"ENSMUSG00000090448",0,0,0,0,0,0,0,0
"ENSMUSG00000090449",0,2,2,1,0,4,0,1
"ENSMUSG00000090451",5,6,9,6,6,4,0,7
"ENSMUSG00000090455",0,0,0,0,0,0,0,0
"ENSMUSG00000090457",0,0,0,0,0,0,1,0
"ENSMUSG00000090458",0,0,0,0,0,0,0,0
"ENSMUSG00000090459",2,3,7,3,5,1,1,6
"ENSMUSG00000090460",0,0,2,1,0,0,1,0
"ENSMUSG00000090461",0,0,2,2,0,2,0,0
"ENSMUSG00000090462",0,0,0,0,0,0,0,0
"ENSMUSG00000090464",0,0,0,0,0,0,0,0
"ENSMUSG00000090465",0,0,0,0,0,0,0,0
"ENSMUSG00000090466",0,0,0,0,0,0,0,0
"ENSMUSG00000090467",0,0,0,2,0,0,0,0
"ENSMUSG00000090468",0,0,0,0,0,0,0,1
"ENSMUSG00000090470",0,0,0,1,0,1,0,1
"ENSMUSG00000090471",0,0,0,1,0,0,0,0
"ENSMUSG00000090472",0,0,0,0,0,0,0,0
"ENSMUSG00000090474",0,0,0,0,0,0,0,0
"ENSMUSG00000090475",0,2,1,0,1,1,0,1
"ENSMUSG00000090476",0,0,0,0,0,0,0,0
"ENSMUSG00000090478",0,0,0,0,0,0,0,0
"ENSMUSG00000090481",0,0,0,0,0,0,0,0
"ENSMUSG00000090482",0,0,0,0,0,0,0,0
"ENSMUSG00000090485",0,0,0,0,0,0,0,0
"ENSMUSG00000090486",31,36,217,129,49,80,49,36
"ENSMUSG00000090487",0,0,0,0,0,0,0,0
"ENSMUSG00000090489",1,0,4,0,2,2,1,6
"ENSMUSG00000090494",0,0,0,0,0,1,0,0
"ENSMUSG00000090497",0,0,0,0,0,0,0,0
"ENSMUSG00000090500",0,0,1,0,0,2,0,0
"ENSMUSG00000090505",0,0,0,0,0,0,0,0
"ENSMUSG00000090509",0,0,1,0,0,0,1,1
"ENSMUSG00000090512",0,0,0,0,0,0,0,0
"ENSMUSG00000090515",0,0,0,0,0,0,0,0
"ENSMUSG00000090516",7,4,4,2,0,3,1,3
"ENSMUSG00000090519",0,0,0,0,0,0,0,0
"ENSMUSG00000090523",41,46,76,107,115,80,64,58
"ENSMUSG00000090527",0,0,0,0,0,0,0,0
"ENSMUSG00000090533",0,0,0,0,0,0,0,0
"ENSMUSG00000090534",10,3,21,13,16,17,14,8
"ENSMUSG00000090535",1,6,4,4,4,3,0,1
"ENSMUSG00000090538",0,0,0,0,0,0,0,0
"ENSMUSG00000090539",0,0,0,0,0,0,0,0
"ENSMUSG00000090544",2,0,3,1,0,0,5,3
"ENSMUSG00000090546",0,0,0,0,0,0,0,0
"ENSMUSG00000090547",0,0,0,0,0,0,0,0
"ENSMUSG00000090549",0,0,0,0,0,0,0,0
"ENSMUSG00000090550",0,0,0,0,0,0,0,0
"ENSMUSG00000090552",0,0,0,0,0,0,0,0
"ENSMUSG00000090553",322,193,410,447,384,331,358,306
"ENSMUSG00000090555",0,0,0,0,1,1,0,0
"ENSMUSG00000090556",0,0,0,0,0,3,0,0
"ENSMUSG00000090558",7,2,4,2,2,3,0,7
"ENSMUSG00000090559",2,0,8,1,5,3,0,4
"ENSMUSG00000090561",0,0,0,0,0,3,0,2
"ENSMUSG00000090564",7,5,13,11,14,5,5,11
"ENSMUSG00000090565",2,0,1,2,2,1,0,1
"ENSMUSG00000090570",0,0,0,0,0,0,0,0
"ENSMUSG00000090572",0,0,0,0,0,0,0,0
"ENSMUSG00000090574",1,0,0,0,0,0,0,0
"ENSMUSG00000090576",7,3,8,5,10,5,1,1
"ENSMUSG00000090577",0,0,0,0,0,0,0,0
"ENSMUSG00000090578",0,0,0,0,0,0,0,0
"ENSMUSG00000090581",0,0,0,0,0,0,0,0
"ENSMUSG00000090582",6,4,5,6,7,6,3,2
"ENSMUSG00000090584",0,0,0,1,0,0,0,0
"ENSMUSG00000090585",0,0,0,0,0,0,0,0
"ENSMUSG00000090588",0,0,0,0,0,0,0,0
"ENSMUSG00000090589",4,1,4,3,4,3,8,1
"ENSMUSG00000090592",0,0,2,0,0,0,0,0
"ENSMUSG00000090594",0,0,0,0,0,0,0,0
"ENSMUSG00000090598",0,0,0,0,0,0,0,0
"ENSMUSG00000090602",0,0,1,0,1,1,0,1
"ENSMUSG00000090603",0,0,0,0,0,0,0,0
"ENSMUSG00000090607",0,0,0,0,1,0,0,0
"ENSMUSG00000090608",2,1,8,7,10,9,4,8
"ENSMUSG00000090610",2,1,0,2,0,2,7,4
"ENSMUSG00000090618",0,0,0,0,0,0,0,0
"ENSMUSG00000090619",0,1,0,0,0,0,0,0
"ENSMUSG00000090622",58,48,72,77,71,49,36,44
"ENSMUSG00000090623",0,0,0,0,0,0,0,0
"ENSMUSG00000090624",0,0,1,0,0,0,0,0
"ENSMUSG00000090625",0,0,0,3,0,0,0,0
"ENSMUSG00000090626",60,39,115,115,79,97,17,67
"ENSMUSG00000090627",0,0,0,0,0,0,0,0
"ENSMUSG00000090628",1,0,3,4,0,6,0,1
"ENSMUSG00000090629",0,0,0,0,0,0,0,0
"ENSMUSG00000090631",2,1,3,0,2,3,11,0
"ENSMUSG00000090634",0,0,0,0,0,0,0,0
"ENSMUSG00000090635",0,0,0,0,0,0,0,0
"ENSMUSG00000090636",0,0,0,0,0,0,0,0
"ENSMUSG00000090637",0,0,0,0,0,0,0,0
"ENSMUSG00000090638",0,0,0,0,0,0,0,0
"ENSMUSG00000090641",265,167,318,373,325,234,21,224
"ENSMUSG00000090642",0,0,0,0,0,1,1,0
"ENSMUSG00000090643",0,0,0,0,0,0,0,0
"ENSMUSG00000090655",0,0,0,0,0,0,0,1
"ENSMUSG00000090657",0,0,0,0,0,0,0,0
"ENSMUSG00000090658",0,0,0,0,0,0,0,0
"ENSMUSG00000090659",91,80,144,142,148,134,16,157
"ENSMUSG00000090660",0,0,0,0,1,0,2,0
"ENSMUSG00000090662",0,0,0,0,0,0,0,0
"ENSMUSG00000090665",2,8,14,7,7,6,4,7
"ENSMUSG00000090667",3,1,28,11,8,10,9,3
"ENSMUSG00000090671",25,20,39,35,25,33,6,36
"ENSMUSG00000090674",4,0,2,1,2,1,0,1
"ENSMUSG00000090675",1,0,2,0,1,0,0,2
"ENSMUSG00000090681",0,0,0,0,0,0,0,0
"ENSMUSG00000090682",0,0,0,0,0,0,1,0
"ENSMUSG00000090684",0,0,0,0,0,0,0,0
"ENSMUSG00000090685",0,0,0,0,0,0,2,1
"ENSMUSG00000090688",0,0,0,0,0,0,0,0
"ENSMUSG00000090690",0,0,1,0,0,0,0,0
"ENSMUSG00000090691",19,12,33,16,8,11,2,11
"ENSMUSG00000090692",0,0,0,0,0,0,0,0
"ENSMUSG00000090693",4,7,9,9,11,8,4,11
"ENSMUSG00000090698",93,75,143,125,124,86,55,151
"ENSMUSG00000090699",0,0,0,0,0,0,0,0
"ENSMUSG00000090700",0,0,0,0,0,0,0,0
"ENSMUSG00000090701",0,0,0,0,0,0,0,0
"ENSMUSG00000090704",7,2,5,4,8,4,14,4
"ENSMUSG00000090706",0,0,0,0,0,0,0,1
"ENSMUSG00000090707",10,0,9,9,5,4,4,5
"ENSMUSG00000090708",0,0,0,0,0,0,0,0
"ENSMUSG00000090709",0,1,0,1,0,0,0,1
"ENSMUSG00000090710",0,0,0,0,0,0,0,0
"ENSMUSG00000090713",0,0,0,0,0,0,0,0
"ENSMUSG00000090714",0,0,0,0,0,0,0,0
"ENSMUSG00000090715",0,0,0,0,0,0,0,0
"ENSMUSG00000090716",0,0,0,0,0,0,0,0
"ENSMUSG00000090718",0,0,0,0,0,0,0,0
"ENSMUSG00000090722",2,1,4,2,4,1,0,9
"ENSMUSG00000090724",0,0,0,0,0,0,0,0
"ENSMUSG00000090726",0,0,0,0,0,0,0,0
"ENSMUSG00000090727",0,0,0,0,0,0,0,0
"ENSMUSG00000090728",0,0,0,0,0,0,0,0
"ENSMUSG00000090731",0,0,0,0,0,0,0,0
"ENSMUSG00000090732",0,0,0,0,0,0,0,1
"ENSMUSG00000090733",32,33,39,45,43,51,143,30
"ENSMUSG00000090736",0,0,0,0,0,0,0,0
"ENSMUSG00000090737",1,4,2,1,1,0,4,2
"ENSMUSG00000090738",0,0,0,0,0,0,0,0
"ENSMUSG00000090740",0,0,0,0,0,0,0,0
"ENSMUSG00000090742",0,0,0,0,0,0,0,0
"ENSMUSG00000090743",1,1,0,0,0,0,0,0
"ENSMUSG00000090744",1,0,1,0,0,0,0,1
"ENSMUSG00000090747",0,0,0,0,0,0,0,0
"ENSMUSG00000090750",0,0,0,0,0,0,0,0
"ENSMUSG00000090751",0,0,0,0,0,0,0,0
"ENSMUSG00000090753",0,0,0,1,0,0,1,0
"ENSMUSG00000090758",0,0,0,0,0,0,0,0
"ENSMUSG00000090761",84,83,110,105,114,106,184,90
"ENSMUSG00000090762",2,0,0,0,2,0,0,0
"ENSMUSG00000090764",0,0,0,0,0,0,0,1
"ENSMUSG00000090765",0,0,0,0,0,0,0,0
"ENSMUSG00000090772",0,0,0,0,0,0,0,0
"ENSMUSG00000090773",0,0,0,0,0,0,0,0
"ENSMUSG00000090774",0,0,0,0,0,0,0,0
"ENSMUSG00000090777",20,16,19,19,15,20,11,15
"ENSMUSG00000090778",3,1,8,2,2,4,3,6
"ENSMUSG00000090779",5,2,5,9,14,6,6,3
"ENSMUSG00000090781",0,0,0,0,0,0,0,0
"ENSMUSG00000090782",1,0,0,0,1,0,0,0
"ENSMUSG00000090785",6,9,14,8,7,9,3,8
"ENSMUSG00000090788",0,0,0,0,0,0,0,0
"ENSMUSG00000090790",0,0,0,0,0,0,0,0
"ENSMUSG00000090793",0,0,0,0,0,0,0,0
"ENSMUSG00000090795",1,0,0,0,0,0,0,0
"ENSMUSG00000090796",0,0,0,0,0,0,0,0
"ENSMUSG00000090798",0,0,0,0,0,0,0,0
"ENSMUSG00000090799",232,168,408,389,283,280,65,203
"ENSMUSG00000090801",0,0,0,0,0,0,0,0
"ENSMUSG00000090802",0,0,0,0,0,0,0,0
"ENSMUSG00000090806",0,0,0,0,0,0,0,0
"ENSMUSG00000090808",0,0,0,0,0,0,0,0
"ENSMUSG00000090812",64,61,88,83,94,59,16,50
"ENSMUSG00000090816",0,0,0,0,0,0,0,0
"ENSMUSG00000090817",1,1,2,0,2,1,0,2
"ENSMUSG00000090818",0,0,0,0,0,0,0,0
"ENSMUSG00000090821",0,0,0,0,0,0,0,0
"ENSMUSG00000090824",0,0,0,0,1,0,0,0
"ENSMUSG00000090827",0,0,0,0,0,0,0,0
"ENSMUSG00000090839",0,0,0,1,0,0,0,0
"ENSMUSG00000090840",1,2,2,1,5,1,2,5
"ENSMUSG00000090841",1758,1580,2371,2582,2554,2195,7040,1918
"ENSMUSG00000090843",0,1,0,2,3,2,0,5
"ENSMUSG00000090849",0,0,0,0,0,0,0,0
"ENSMUSG00000090854",0,0,0,0,0,0,0,0
"ENSMUSG00000090855",0,0,0,0,1,0,0,0
"ENSMUSG00000090860",0,0,0,0,0,0,0,0
"ENSMUSG00000090861",3,2,0,5,8,0,0,3
"ENSMUSG00000090862",189,160,239,256,244,216,566,163
"ENSMUSG00000090863",0,0,0,0,0,0,0,0
"ENSMUSG00000090864",0,0,0,0,0,0,0,0
"ENSMUSG00000090865",0,0,0,0,0,0,0,0
"ENSMUSG00000090868",0,0,2,0,0,1,0,1
"ENSMUSG00000090872",1,0,5,5,0,1,1,0
"ENSMUSG00000090873",18,19,25,15,21,16,24,17
"ENSMUSG00000090874",0,0,1,0,0,0,0,0
"ENSMUSG00000090877",216,200,159,247,303,188,239,206
"ENSMUSG00000090881",0,0,1,1,1,1,0,1
"ENSMUSG00000090882",0,0,0,0,0,0,0,0
"ENSMUSG00000090889",0,0,0,0,0,0,0,0
"ENSMUSG00000090891",2,4,1,3,1,1,3,1
"ENSMUSG00000090892",0,0,0,0,0,0,0,0
"ENSMUSG00000090894",0,0,0,0,0,0,0,0
"ENSMUSG00000090897",0,0,0,1,0,0,0,0
"ENSMUSG00000090900",0,0,0,0,0,0,0,0
"ENSMUSG00000090907",4,3,3,4,3,2,6,4
"ENSMUSG00000090919",13,8,16,45,32,31,0,22
"ENSMUSG00000090925",0,0,0,0,0,4,1,2
"ENSMUSG00000090927",0,0,0,0,0,0,0,0
"ENSMUSG00000090935",1119,653,1459,1605,1524,1186,244,1126
"ENSMUSG00000090936",12,10,14,13,19,8,13,10
"ENSMUSG00000090939",6,4,5,4,5,5,2,4
"ENSMUSG00000090941",1,0,0,0,0,0,0,0
"ENSMUSG00000090942",5,1,10,13,16,10,0,5
"ENSMUSG00000090946",1136,789,1201,1373,1512,1079,249,1106
"ENSMUSG00000090947",0,0,0,0,0,0,0,0
"ENSMUSG00000090949",0,0,1,1,0,0,0,0
"ENSMUSG00000090951",0,0,0,0,0,0,0,0
"ENSMUSG00000090952",39,27,31,48,54,48,75,33
"ENSMUSG00000090955",0,0,0,2,0,1,0,0
"ENSMUSG00000090957",8,8,24,17,12,11,12,7
"ENSMUSG00000090958",77,51,125,154,148,132,274,79
"ENSMUSG00000090961",0,0,0,0,0,0,0,0
"ENSMUSG00000090963",17,11,21,37,23,22,0,18
"ENSMUSG00000090964",0,0,0,0,0,0,0,1
"ENSMUSG00000090965",8,9,9,10,10,10,0,11
"ENSMUSG00000090966",0,0,0,0,0,0,0,0
"ENSMUSG00000090967",0,0,0,0,0,0,0,0
"ENSMUSG00000090968",0,0,0,0,0,0,0,0
"ENSMUSG00000090975",0,0,0,0,0,0,0,0
"ENSMUSG00000090981",0,0,0,0,1,0,0,0
"ENSMUSG00000090989",0,0,0,0,0,0,0,0
"ENSMUSG00000090990",0,0,0,0,0,0,1,1
"ENSMUSG00000090991",0,0,0,0,0,0,0,0
"ENSMUSG00000090994",1,2,1,4,0,0,0,1
"ENSMUSG00000090996",0,0,0,0,0,0,0,0
"ENSMUSG00000091002",414,289,450,491,434,362,403,398
"ENSMUSG00000091003",0,1,1,2,1,3,0,1
"ENSMUSG00000091004",0,0,0,0,0,0,0,0
"ENSMUSG00000091005",0,0,0,0,0,0,0,0
"ENSMUSG00000091006",0,0,0,0,0,0,0,0
"ENSMUSG00000091007",3,7,9,8,13,4,10,5
"ENSMUSG00000091008",0,0,0,0,0,0,0,0
"ENSMUSG00000091010",0,0,0,0,0,0,0,0
"ENSMUSG00000091011",0,0,0,0,0,0,0,0
"ENSMUSG00000091012",1,0,2,3,0,1,0,2
"ENSMUSG00000091013",0,0,0,0,0,0,0,0
"ENSMUSG00000091014",0,0,0,0,0,0,0,0
"ENSMUSG00000091016",0,0,0,0,0,0,0,0
"ENSMUSG00000091017",0,0,0,0,0,0,0,0
"ENSMUSG00000091019",0,2,1,0,0,0,0,0
"ENSMUSG00000091020",1,1,1,1,1,1,2,1
"ENSMUSG00000091021",5,1,9,6,4,6,1,0
"ENSMUSG00000091022",0,0,0,0,0,0,0,0
"ENSMUSG00000091027",0,0,0,0,0,0,0,0
"ENSMUSG00000091028",9,5,5,18,6,0,3,5
"ENSMUSG00000091031",0,0,0,0,0,0,0,0
"ENSMUSG00000091034",1,0,5,3,2,0,0,1
"ENSMUSG00000091037",0,0,0,0,0,0,0,0
"ENSMUSG00000091039",0,0,0,0,0,0,0,0
"ENSMUSG00000091040",0,0,0,0,0,0,0,0
"ENSMUSG00000091041",0,2,2,2,3,1,0,0
"ENSMUSG00000091043",0,1,0,2,0,3,0,4
"ENSMUSG00000091045",0,0,0,0,2,0,0,0
"ENSMUSG00000091048",0,0,0,0,0,0,0,0
"ENSMUSG00000091049",0,1,0,1,1,0,0,5
"ENSMUSG00000091050",13,13,12,11,20,12,7,7
"ENSMUSG00000091055",2,2,2,0,3,1,0,0
"ENSMUSG00000091058",1,0,0,1,0,1,0,3
"ENSMUSG00000091059",0,0,0,0,0,0,0,0
"ENSMUSG00000091060",2,2,3,3,4,3,0,3
"ENSMUSG00000091061",0,1,0,0,2,0,0,0
"ENSMUSG00000091071",5,6,2,1,2,5,2,2
"ENSMUSG00000091076",0,0,0,0,0,0,0,0
"ENSMUSG00000091077",0,0,0,0,0,0,0,0
"ENSMUSG00000091078",1,0,0,0,1,0,0,1
"ENSMUSG00000091079",2,0,1,0,1,0,0,2
"ENSMUSG00000091080",0,1,0,0,0,0,0,0
"ENSMUSG00000091083",1,0,1,1,0,0,0,0
"ENSMUSG00000091086",1,1,0,1,1,0,1,0
"ENSMUSG00000091087",0,0,0,0,0,0,0,0
"ENSMUSG00000091091",1,1,1,2,0,0,0,0
"ENSMUSG00000091096",0,0,0,0,0,0,0,0
"ENSMUSG00000091099",0,0,0,0,0,0,0,0
"ENSMUSG00000091101",0,0,0,0,0,0,0,0
"ENSMUSG00000091102",4,5,6,7,5,6,2,6
"ENSMUSG00000091105",0,0,0,0,0,0,0,0
"ENSMUSG00000091109",0,0,3,0,0,0,0,0
"ENSMUSG00000091110",1,0,1,0,0,0,0,0
"ENSMUSG00000091114",0,0,0,0,0,0,0,0
"ENSMUSG00000091116",0,0,0,0,0,0,0,0
"ENSMUSG00000091117",1,1,0,0,1,1,0,0
"ENSMUSG00000091119",9,3,15,12,21,13,0,8
"ENSMUSG00000091122",0,0,0,0,0,0,0,0
"ENSMUSG00000091123",0,0,0,1,0,0,0,1
"ENSMUSG00000091129",0,0,0,0,0,0,0,0
"ENSMUSG00000091131",0,0,0,0,0,0,0,0
"ENSMUSG00000091132",0,0,0,0,0,1,0,0
"ENSMUSG00000091133",10,5,7,9,12,10,0,8
"ENSMUSG00000091135",0,0,0,0,0,0,0,0
"ENSMUSG00000091140",0,0,0,0,0,0,0,0
"ENSMUSG00000091142",0,0,0,0,0,0,0,0
"ENSMUSG00000091144",4,4,10,6,12,5,0,2
"ENSMUSG00000091146",0,0,0,0,0,0,0,0
"ENSMUSG00000091147",0,0,0,0,0,0,0,0
"ENSMUSG00000091148",0,0,0,0,0,0,0,0
"ENSMUSG00000091149",1,0,1,0,0,0,0,0
"ENSMUSG00000091151",0,0,0,0,0,0,0,0
"ENSMUSG00000091154",2,2,5,3,0,0,3,1
"ENSMUSG00000091155",3,0,2,2,0,1,1,2
"ENSMUSG00000091157",0,0,0,0,0,0,3,0
"ENSMUSG00000091159",0,0,0,1,1,0,0,0
"ENSMUSG00000091160",1,0,2,0,1,1,0,1
"ENSMUSG00000091163",0,0,0,0,0,0,0,0
"ENSMUSG00000091165",0,0,2,0,0,0,0,1
"ENSMUSG00000091172",0,1,4,4,3,1,0,4
"ENSMUSG00000091174",0,0,0,0,0,0,0,0
"ENSMUSG00000091175",0,0,0,0,0,0,0,1
"ENSMUSG00000091177",12,9,15,13,8,10,7,8
"ENSMUSG00000091183",113,88,113,141,173,108,5,106
"ENSMUSG00000091184",0,0,2,0,1,1,0,0
"ENSMUSG00000091185",0,0,0,0,0,0,0,0
"ENSMUSG00000091189",0,0,0,0,0,0,0,0
"ENSMUSG00000091191",22,22,14,21,28,9,18,19
"ENSMUSG00000091192",0,0,0,0,0,0,1,0
"ENSMUSG00000091193",1,0,0,0,0,0,0,0
"ENSMUSG00000091194",0,0,2,0,0,0,0,0
"ENSMUSG00000091195",0,0,0,0,0,0,0,0
"ENSMUSG00000091198",0,0,0,0,0,0,1,0
"ENSMUSG00000091199",0,0,0,0,0,0,0,0
"ENSMUSG00000091204",0,0,0,1,0,0,0,0
"ENSMUSG00000091205",0,0,0,0,0,0,0,0
"ENSMUSG00000091206",0,0,0,0,0,0,0,0
"ENSMUSG00000091212",0,0,0,0,0,0,0,0
"ENSMUSG00000091215",0,1,0,0,0,0,0,0
"ENSMUSG00000091216",0,0,0,0,0,0,0,0
"ENSMUSG00000091221",0,0,0,0,0,0,0,0
"ENSMUSG00000091223",0,0,0,3,1,0,0,4
"ENSMUSG00000091227",0,0,0,1,0,0,0,0
"ENSMUSG00000091228",0,0,0,0,0,0,0,0
"ENSMUSG00000091230",18,30,29,29,27,22,23,19
"ENSMUSG00000091233",0,0,0,0,0,0,0,0
"ENSMUSG00000091237",0,0,0,0,0,0,0,0
"ENSMUSG00000091238",0,0,0,2,1,3,0,1
"ENSMUSG00000091239",1,0,0,0,0,1,0,0
"ENSMUSG00000091243",407,367,348,471,798,398,42,344
"ENSMUSG00000091248",0,0,0,0,0,0,0,0
"ENSMUSG00000091255",0,0,0,0,0,0,0,0
"ENSMUSG00000091259",0,0,0,0,1,0,1,1
"ENSMUSG00000091260",0,0,0,0,0,0,0,0
"ENSMUSG00000091264",9197,6085,10096,11616,11246,8520,1725,8212
"ENSMUSG00000091268",0,0,0,0,0,0,0,0
"ENSMUSG00000091269",10,8,5,18,13,5,41,7
