"","RR3_BRN_FLT_F1","RR3_BRN_FLT_F2","RR3_BRN_FLT_F7","RR3_BRN_GC_G7","RR3_BRN_GC_G8","RR3_BRN_GC_G9"
"ENSMUSG00000104315",33,51,30,35,38,31
"ENSMUSG00000104316",7,5,7,12,3,3
"ENSMUSG00000104317",0,0,0,0,0,0
"ENSMUSG00000104318",44,66,40,40,78,43
"ENSMUSG00000104319",0,0,0,0,0,0
"ENSMUSG00000104320",0,0,0,0,0,0
"ENSMUSG00000104321",0,0,0,0,0,0
"ENSMUSG00000104323",0,0,0,0,0,0
"ENSMUSG00000104324",45,64,54,51,28,79
"ENSMUSG00000104325",6,23,9,7,11,13
"ENSMUSG00000104326",0,0,0,0,0,0
"ENSMUSG00000104327",0,0,0,0,0,0
"ENSMUSG00000104328",0,0,0,8,3,0
"ENSMUSG00000104329",0,0,0,0,0,1
"ENSMUSG00000104330",22,15,10,20,6,13
"ENSMUSG00000104331",0,0,0,0,0,0
"ENSMUSG00000104332",1,0,2,0,0,9
"ENSMUSG00000104333",2,4,0,3,2,2
"ENSMUSG00000104334",0,0,0,0,0,0
"ENSMUSG00000104335",0,0,0,0,0,0
"ENSMUSG00000104336",0,0,0,0,0,0
"ENSMUSG00000104337",0,0,0,0,0,0
"ENSMUSG00000104338",0,0,0,0,0,0
"ENSMUSG00000104339",56,89,72,69,92,88
"ENSMUSG00000104340",0,0,0,0,0,0
"ENSMUSG00000104341",0,0,0,0,0,0
"ENSMUSG00000104342",3,0,2,8,0,1
"ENSMUSG00000104343",45,82,48,53,81,64
"ENSMUSG00000104344",71,68,69,64,99,84
"ENSMUSG00000104345",0,0,0,0,0,0
"ENSMUSG00000104346",518,436,423,438,444,618
"ENSMUSG00000104347",3,0,8,0,1,0
"ENSMUSG00000104348",2,5,0,19,10,9
"ENSMUSG00000104349",0,0,0,0,0,0
"ENSMUSG00000104350",0,0,0,0,0,0
"ENSMUSG00000104351",0,0,0,0,0,0
"ENSMUSG00000104352",0,0,0,0,0,0
"ENSMUSG00000104354",0,0,0,0,0,0
"ENSMUSG00000104355",0,0,0,0,0,0
"ENSMUSG00000104356",0,0,0,0,0,0
"ENSMUSG00000104358",0,0,0,0,1,0
"ENSMUSG00000104360",0,0,0,0,0,0
"ENSMUSG00000104361",0,0,0,0,0,0
"ENSMUSG00000104362",190,230,154,154,318,204
"ENSMUSG00000104363",5,18,17,33,6,29
"ENSMUSG00000104364",0,0,0,0,0,0
"ENSMUSG00000104365",2,6,0,0,0,0
"ENSMUSG00000104366",0,0,0,0,0,0
"ENSMUSG00000104368",0,0,0,0,0,0
"ENSMUSG00000104369",51,71,41,31,60,47
"ENSMUSG00000104370",0,0,0,0,0,5
"ENSMUSG00000104371",0,0,0,0,0,0
"ENSMUSG00000104373",0,0,0,0,0,0
"ENSMUSG00000104374",34,60,27,31,26,89
"ENSMUSG00000104375",1,7,8,7,2,3
"ENSMUSG00000104376",0,0,0,0,4,0
"ENSMUSG00000104377",0,0,0,0,0,0
"ENSMUSG00000104378",57,54,32,67,47,39
"ENSMUSG00000104379",35,14,20,46,38,50
"ENSMUSG00000104380",0,0,0,0,0,3
"ENSMUSG00000104381",0,0,0,0,0,0
"ENSMUSG00000104382",0,0,0,0,0,0
"ENSMUSG00000104383",18,23,12,36,16,10
"ENSMUSG00000104384",0,0,0,0,0,0
"ENSMUSG00000104385",0,0,0,0,0,0
"ENSMUSG00000104386",5,0,0,0,0,0
"ENSMUSG00000104388",32,13,15,29,33,17
"ENSMUSG00000104390",0,0,0,0,0,0
"ENSMUSG00000104391",44,44,26,17,51,39
"ENSMUSG00000104392",27,48,27,23,28,29
"ENSMUSG00000104393",0,0,0,0,0,0
"ENSMUSG00000104394",41,98,67,83,61,131
"ENSMUSG00000104395",0,0,0,0,0,0
"ENSMUSG00000104396",10,30,21,10,29,28
"ENSMUSG00000104397",0,0,0,0,0,0
"ENSMUSG00000104398",135,102,87,54,99,151
"ENSMUSG00000104399",33,36,32,23,49,47
"ENSMUSG00000104400",14,2,4,12,6,19
"ENSMUSG00000104401",0,0,0,0,0,2
"ENSMUSG00000104402",12,8,3,9,4,7
"ENSMUSG00000104403",0,0,0,0,0,0
"ENSMUSG00000104404",0,0,0,0,0,0
"ENSMUSG00000104405",0,0,0,0,0,0
"ENSMUSG00000104406",28,31,10,13,12,39
"ENSMUSG00000104407",0,0,0,0,0,0
"ENSMUSG00000104408",0,0,0,0,0,0
"ENSMUSG00000104409",0,0,0,0,0,0
"ENSMUSG00000104410",19,21,20,25,30,17
"ENSMUSG00000104411",36,95,57,44,51,41
"ENSMUSG00000104412",0,0,0,0,0,0
"ENSMUSG00000104413",0,0,1,0,1,0
"ENSMUSG00000104414",5,0,1,5,0,1
"ENSMUSG00000104415",61,56,36,42,50,42
"ENSMUSG00000104416",21,21,24,47,51,29
"ENSMUSG00000104417",2,0,0,0,0,0
"ENSMUSG00000104418",10,0,0,1,1,2
"ENSMUSG00000104419",0,0,3,0,0,0
"ENSMUSG00000104420",19,25,15,28,38,38
"ENSMUSG00000104422",0,0,0,0,0,0
"ENSMUSG00000104423",0,0,0,0,0,0
"ENSMUSG00000104424",0,0,0,0,0,0
"ENSMUSG00000104425",0,0,0,0,0,0
"ENSMUSG00000104426",0,0,0,0,0,0
"ENSMUSG00000104427",0,0,0,0,0,0
"ENSMUSG00000104428",0,0,0,0,0,0
"ENSMUSG00000104429",0,0,0,0,0,0
"ENSMUSG00000104430",0,0,0,0,0,0
"ENSMUSG00000104431",0,0,0,0,0,0
"ENSMUSG00000104432",25,21,10,11,14,39
"ENSMUSG00000104433",5,2,10,14,2,8
"ENSMUSG00000104434",0,0,0,0,0,0
"ENSMUSG00000104435",5,0,2,0,0,0
"ENSMUSG00000104436",31,22,16,34,55,45
"ENSMUSG00000104437",0,0,0,0,0,0
"ENSMUSG00000104438",0,0,0,0,0,0
"ENSMUSG00000104439",0,0,0,0,0,0
"ENSMUSG00000104440",0,0,0,0,0,0
"ENSMUSG00000104441",0,0,0,0,0,0
"ENSMUSG00000104442",0,0,0,0,0,0
"ENSMUSG00000104443",0,0,0,0,0,0
"ENSMUSG00000104444",0,0,0,0,0,0
"ENSMUSG00000104445",0,0,0,0,0,0
"ENSMUSG00000104446",0,0,0,0,0,0
"ENSMUSG00000104448",0,0,0,0,0,0
"ENSMUSG00000104449",9,11,19,7,5,7
"ENSMUSG00000104450",0,6,0,0,0,0
"ENSMUSG00000104451",0,0,0,0,0,0
"ENSMUSG00000104452",0,0,0,0,0,0
"ENSMUSG00000104453",13,17,18,39,21,18
"ENSMUSG00000104454",16,20,22,14,33,4
"ENSMUSG00000104455",0,0,0,0,0,0
"ENSMUSG00000104456",0,0,0,0,0,0
"ENSMUSG00000104457",0,0,0,0,0,0
"ENSMUSG00000104459",8,3,6,5,6,2
"ENSMUSG00000104460",0,0,0,0,0,0
"ENSMUSG00000104461",0,0,0,8,0,0
"ENSMUSG00000104462",15,20,8,9,10,10
"ENSMUSG00000104464",0,0,0,0,0,0
"ENSMUSG00000104465",1,0,0,0,0,0
"ENSMUSG00000104466",0,0,0,0,0,0
"ENSMUSG00000104467",19,19,6,19,21,43
"ENSMUSG00000104468",0,0,0,0,0,0
"ENSMUSG00000104469",39,29,19,10,34,36
"ENSMUSG00000104470",0,0,0,0,0,0
"ENSMUSG00000104471",0,0,0,0,0,0
"ENSMUSG00000104472",0,0,0,0,0,0
"ENSMUSG00000104473",0,0,0,0,0,0
"ENSMUSG00000104474",0,0,0,0,0,0
"ENSMUSG00000104476",5,1,10,6,8,14
"ENSMUSG00000104477",0,0,0,0,0,0
"ENSMUSG00000104478",0,0,0,0,0,0
"ENSMUSG00000104479",19,27,26,19,8,37
"ENSMUSG00000104480",0,0,0,0,0,0
"ENSMUSG00000104481",2,2,5,5,4,0
"ENSMUSG00000104482",0,0,0,0,0,0
"ENSMUSG00000104484",0,0,0,0,0,0
"ENSMUSG00000104485",2,0,0,0,1,0
"ENSMUSG00000104486",6,2,0,3,3,0
"ENSMUSG00000104487",0,0,0,0,2,1
"ENSMUSG00000104488",11,6,12,5,6,9
"ENSMUSG00000104489",0,0,0,0,1,0
"ENSMUSG00000104490",0,0,0,0,0,0
"ENSMUSG00000104491",0,0,0,0,0,0
"ENSMUSG00000104493",5,5,4,6,3,4
"ENSMUSG00000104494",87,84,46,35,30,57
"ENSMUSG00000104496",16,15,11,12,14,10
"ENSMUSG00000104497",0,0,0,0,0,0
"ENSMUSG00000104498",0,0,0,1,0,0
"ENSMUSG00000104499",0,0,0,0,0,0
"ENSMUSG00000104500",0,0,0,0,0,0
"ENSMUSG00000104501",13,1,14,15,13,16
"ENSMUSG00000104502",1,0,0,0,0,0
"ENSMUSG00000104503",28,28,33,21,27,28
"ENSMUSG00000104504",0,0,0,0,0,0
"ENSMUSG00000104505",0,0,0,0,0,0
"ENSMUSG00000104506",0,0,0,0,0,0
"ENSMUSG00000104507",7,6,31,13,5,7
"ENSMUSG00000104508",5,7,1,2,7,13
"ENSMUSG00000104509",0,0,0,0,0,0
"ENSMUSG00000104510",0,0,0,0,0,0
"ENSMUSG00000104511",0,0,0,0,0,0
"ENSMUSG00000104512",0,1,1,0,5,0
"ENSMUSG00000104513",0,0,0,0,0,0
"ENSMUSG00000104514",0,1,0,0,0,0
"ENSMUSG00000104515",0,0,0,0,0,0
"ENSMUSG00000104516",15,25,28,29,29,27
"ENSMUSG00000104517",0,0,3,0,0,8
"ENSMUSG00000104518",0,0,0,0,0,0
"ENSMUSG00000104519",9,10,3,8,1,9
"ENSMUSG00000104520",3,0,1,0,3,0
"ENSMUSG00000104521",0,0,0,0,0,0
"ENSMUSG00000104522",0,0,0,0,0,0
"ENSMUSG00000104523",0,0,0,0,0,0
"ENSMUSG00000104524",21,40,17,26,52,25
"ENSMUSG00000104525",100,188,111,83,94,83
"ENSMUSG00000104526",0,0,0,0,0,0
"ENSMUSG00000104527",2,0,0,0,1,0
"ENSMUSG00000104528",5,0,0,5,1,3
"ENSMUSG00000104529",0,0,0,0,0,0
"ENSMUSG00000104530",0,0,0,0,0,0
"ENSMUSG00000104531",0,0,0,0,0,0
"ENSMUSG00000104532",0,0,0,0,0,0
"ENSMUSG00000104533",0,0,0,0,0,0
"ENSMUSG00000104534",0,0,0,0,0,0
"ENSMUSG00000104535",1,0,0,0,0,0
"ENSMUSG00000104536",0,0,0,0,0,0
"ENSMUSG00000104538",0,0,0,0,0,0
"ENSMUSG00000104539",0,0,0,0,0,0
"ENSMUSG00000104540",0,0,0,0,0,0
"ENSMUSG00000104541",0,0,0,0,0,0
"ENSMUSG00000104542",0,0,0,0,0,0
"ENSMUSG00000104543",0,0,0,0,41,0
"ENSMUSG00000104545",1,0,0,0,2,0
"ENSMUSG00000104546",88,114,78,63,113,126
"ENSMUSG00000104547",5,2,10,9,5,17
"ENSMUSG00000104548",45,43,29,47,46,16
"ENSMUSG00000104549",2,0,0,0,2,0
"ENSMUSG00000104550",16,18,11,14,27,13
"ENSMUSG00000104551",0,0,0,0,0,0
"ENSMUSG00000104553",0,0,0,0,0,0
"ENSMUSG00000104554",0,0,0,0,0,0
"ENSMUSG00000104555",0,0,2,0,0,0
"ENSMUSG00000104556",0,0,0,0,0,0
"ENSMUSG00000104557",0,0,0,0,0,0
"ENSMUSG00000104559",0,2,0,0,0,0
"ENSMUSG00000104560",0,0,0,0,0,0
"ENSMUSG00000104562",56,94,54,43,48,87
"ENSMUSG00000104563",0,1,0,0,0,0
"ENSMUSG00000104564",2,13,2,1,5,0
"ENSMUSG00000104566",7,16,0,6,7,0
"ENSMUSG00000104567",0,0,0,0,0,0
"ENSMUSG00000104568",23,15,19,19,27,9
"ENSMUSG00000104569",5,2,5,7,10,11
"ENSMUSG00000104571",47,34,48,41,93,52
"ENSMUSG00000104572",0,0,0,0,0,0
"ENSMUSG00000104573",0,0,0,0,0,0
"ENSMUSG00000104574",0,0,0,0,0,0
"ENSMUSG00000104575",0,0,0,0,0,0
"ENSMUSG00000104576",9,4,1,5,2,0
"ENSMUSG00000104577",0,0,0,0,0,0
"ENSMUSG00000104578",0,0,0,0,0,0
"ENSMUSG00000104579",0,0,0,0,0,0
"ENSMUSG00000104580",0,0,0,0,0,0
"ENSMUSG00000104581",11,20,5,23,5,12
"ENSMUSG00000104582",7,10,11,11,12,0
"ENSMUSG00000104583",28,7,25,14,13,13
"ENSMUSG00000104584",0,0,0,0,0,0
"ENSMUSG00000104585",7,9,11,1,8,10
"ENSMUSG00000104586",174,258,218,249,44,236
"ENSMUSG00000104587",0,0,0,0,0,0
"ENSMUSG00000104588",11,3,9,5,0,4
"ENSMUSG00000104590",0,0,0,0,0,0
"ENSMUSG00000104591",7,2,10,8,16,17
"ENSMUSG00000104592",0,0,0,0,0,0
"ENSMUSG00000104593",0,0,0,0,0,0
"ENSMUSG00000104595",0,0,0,0,0,0
"ENSMUSG00000104596",0,0,0,0,0,0
"ENSMUSG00000104597",10108,11649,9172,10575,9906,11288
"ENSMUSG00000104598",7,0,0,0,0,0
"ENSMUSG00000104600",0,0,0,0,0,0
"ENSMUSG00000104601",0,0,0,0,0,0
"ENSMUSG00000104602",0,0,0,0,0,0
"ENSMUSG00000104604",0,0,0,0,0,0
"ENSMUSG00000104605",12,7,12,12,20,14
"ENSMUSG00000104606",0,0,0,0,0,0
"ENSMUSG00000104607",0,0,0,0,0,0
"ENSMUSG00000104609",0,0,0,0,0,0
"ENSMUSG00000104610",5,10,6,9,1,9
"ENSMUSG00000104612",13,2,13,7,11,9
"ENSMUSG00000104613",0,0,0,0,0,0
"ENSMUSG00000104614",0,4,5,2,1,8
"ENSMUSG00000104615",6,3,2,7,1,6
"ENSMUSG00000104616",0,1,0,5,0,0
"ENSMUSG00000104617",0,0,0,0,0,0
"ENSMUSG00000104618",0,0,0,0,0,0
"ENSMUSG00000104619",0,0,0,0,0,0
"ENSMUSG00000104620",0,0,0,0,0,0
"ENSMUSG00000104621",0,0,1,0,7,8
"ENSMUSG00000104622",2,8,2,7,4,2
"ENSMUSG00000104623",0,0,1,0,2,0
"ENSMUSG00000104624",0,0,0,0,0,0
"ENSMUSG00000104625",55,49,43,24,58,47
"ENSMUSG00000104626",11,9,4,8,6,5
"ENSMUSG00000104627",0,0,0,0,0,0
"ENSMUSG00000104629",0,0,0,0,0,0
"ENSMUSG00000104630",0,0,0,0,0,0
"ENSMUSG00000104631",4,7,6,14,11,1
"ENSMUSG00000104632",13,0,3,0,2,2
"ENSMUSG00000104633",0,0,0,0,0,0
"ENSMUSG00000104634",0,4,0,1,3,1
"ENSMUSG00000104636",0,0,0,0,0,0
"ENSMUSG00000104637",0,0,0,0,0,0
"ENSMUSG00000104638",0,0,0,0,0,0
"ENSMUSG00000104639",2,5,2,0,1,9
"ENSMUSG00000104640",0,0,0,0,0,0
"ENSMUSG00000104641",18,13,18,23,11,6
"ENSMUSG00000104642",2,1,5,2,1,2
"ENSMUSG00000104643",0,0,0,0,0,0
"ENSMUSG00000104644",0,0,0,0,0,0
"ENSMUSG00000104645",0,0,0,0,0,0
"ENSMUSG00000104646",0,0,0,0,0,0
"ENSMUSG00000104647",0,0,0,0,0,0
"ENSMUSG00000104648",0,0,0,0,0,0
"ENSMUSG00000104649",3,5,7,3,1,1
"ENSMUSG00000104650",0,0,0,0,0,0
"ENSMUSG00000104651",19,8,5,5,11,25
"ENSMUSG00000104653",0,0,0,0,0,0
"ENSMUSG00000104654",3,5,0,1,0,0
"ENSMUSG00000104655",273,282,112,151,191,284
"ENSMUSG00000104658",0,0,0,0,0,0
"ENSMUSG00000104659",0,0,0,0,0,0
"ENSMUSG00000104660",1,0,0,0,0,0
"ENSMUSG00000104661",182,291,144,120,147,149
"ENSMUSG00000104662",7,6,14,11,10,3
"ENSMUSG00000104663",2,0,0,0,5,0
"ENSMUSG00000104664",1,0,0,0,0,0
"ENSMUSG00000104665",0,0,0,0,0,0
"ENSMUSG00000104667",0,0,0,0,1,0
"ENSMUSG00000104668",5,2,3,2,0,0
"ENSMUSG00000104669",0,0,0,0,0,0
"ENSMUSG00000104670",0,0,0,0,0,0
"ENSMUSG00000104671",12,29,10,23,23,23
"ENSMUSG00000104672",13,13,22,20,15,21
"ENSMUSG00000104673",0,0,0,0,0,0
"ENSMUSG00000104674",1,0,5,0,1,6
"ENSMUSG00000104675",0,0,0,0,0,0
"ENSMUSG00000104676",7,3,13,3,7,20
"ENSMUSG00000104677",0,0,0,0,0,0
"ENSMUSG00000104678",0,0,0,0,0,0
"ENSMUSG00000104679",0,0,0,0,0,0
"ENSMUSG00000104680",0,0,0,0,0,0
"ENSMUSG00000104681",0,0,0,0,0,0
"ENSMUSG00000104682",17,33,20,20,20,11
"ENSMUSG00000104684",9,24,9,14,4,12
"ENSMUSG00000104685",0,0,0,0,0,0
"ENSMUSG00000104686",1,0,0,2,0,0
"ENSMUSG00000104687",24,46,19,42,38,20
"ENSMUSG00000104688",0,0,0,0,0,0
"ENSMUSG00000104691",0,0,0,0,0,0
"ENSMUSG00000104692",0,0,0,0,0,0
"ENSMUSG00000104693",18,30,36,12,17,23
"ENSMUSG00000104694",3,15,7,0,3,2
"ENSMUSG00000104695",0,0,0,0,0,0
"ENSMUSG00000104696",86,142,89,82,123,81
"ENSMUSG00000104697",0,0,0,0,0,0
"ENSMUSG00000104698",0,0,0,4,0,0
"ENSMUSG00000104699",2,3,3,1,1,5
"ENSMUSG00000104700",0,0,0,0,0,0
"ENSMUSG00000104701",1,0,0,4,1,0
"ENSMUSG00000104703",0,0,0,0,0,0
"ENSMUSG00000104704",2,7,1,0,0,5
"ENSMUSG00000104705",1,0,0,0,0,0
"ENSMUSG00000104706",20,43,31,37,57,44
"ENSMUSG00000104707",0,0,0,0,0,0
"ENSMUSG00000104708",18,3,17,18,7,11
"ENSMUSG00000104709",37,49,21,16,48,30
"ENSMUSG00000104710",0,1,0,5,0,0
"ENSMUSG00000104711",0,0,0,0,0,0
"ENSMUSG00000104712",0,0,0,0,0,0
"ENSMUSG00000104713",7,10,14,17,19,2
"ENSMUSG00000104714",0,0,0,0,0,0
"ENSMUSG00000104715",0,0,0,0,0,0
"ENSMUSG00000104716",0,0,0,0,0,0
"ENSMUSG00000104717",0,0,0,0,0,0
"ENSMUSG00000104718",0,0,0,0,0,0
"ENSMUSG00000104719",0,0,0,0,0,0
"ENSMUSG00000104720",6,9,5,7,8,8
"ENSMUSG00000104721",2,12,4,1,7,6
"ENSMUSG00000104722",0,0,0,0,0,0
"ENSMUSG00000104723",1,0,0,0,3,0
"ENSMUSG00000104724",67,48,27,50,40,90
"ENSMUSG00000104725",0,0,0,0,0,0
"ENSMUSG00000104726",0,0,0,0,0,0
"ENSMUSG00000104727",5,5,5,0,5,1
"ENSMUSG00000104728",10,8,12,8,3,11
"ENSMUSG00000104730",0,0,0,0,0,0
"ENSMUSG00000104731",0,0,0,0,0,0
"ENSMUSG00000104732",0,0,0,0,0,0
"ENSMUSG00000104733",0,0,0,0,0,0
"ENSMUSG00000104735",39,89,44,62,57,90
"ENSMUSG00000104736",2,0,3,0,7,0
"ENSMUSG00000104737",15,22,22,30,11,14
"ENSMUSG00000104738",0,0,0,0,0,0
"ENSMUSG00000104739",0,0,0,0,0,0
"ENSMUSG00000104740",0,0,0,0,0,0
"ENSMUSG00000104741",0,0,0,0,0,0
"ENSMUSG00000104742",0,0,0,0,0,0
"ENSMUSG00000104744",0,0,0,0,0,0
"ENSMUSG00000104745",9,14,4,2,18,4
"ENSMUSG00000104747",0,0,0,0,0,0
"ENSMUSG00000104748",2,0,1,0,1,0
"ENSMUSG00000104749",0,0,0,0,0,0
"ENSMUSG00000104751",0,0,0,0,0,0
"ENSMUSG00000104752",0,0,0,2,0,0
"ENSMUSG00000104753",0,0,0,0,0,0
"ENSMUSG00000104754",0,0,0,0,0,0
"ENSMUSG00000104755",0,0,0,0,0,0
"ENSMUSG00000104756",0,0,0,0,0,0
"ENSMUSG00000104757",0,0,0,0,0,0
"ENSMUSG00000104758",2,6,0,3,7,3
"ENSMUSG00000104759",0,0,0,0,0,0
"ENSMUSG00000104760",0,0,0,0,0,0
"ENSMUSG00000104761",23,23,11,19,19,14
"ENSMUSG00000104763",0,0,0,0,0,0
"ENSMUSG00000104764",8,0,4,6,0,1
"ENSMUSG00000104765",11,11,12,1,4,10
"ENSMUSG00000104766",0,0,0,0,0,0
"ENSMUSG00000104768",0,1,2,0,0,0
"ENSMUSG00000104769",0,0,0,3,0,3
"ENSMUSG00000104770",0,0,0,0,0,0
"ENSMUSG00000104772",0,0,0,0,0,0
"ENSMUSG00000104773",0,0,0,0,0,0
"ENSMUSG00000104774",0,0,0,0,0,0
"ENSMUSG00000104775",0,0,0,0,0,0
"ENSMUSG00000104776",0,0,0,0,0,0
"ENSMUSG00000104777",2,0,0,2,1,0
"ENSMUSG00000104778",0,0,0,0,0,0
"ENSMUSG00000104779",0,0,0,0,0,0
"ENSMUSG00000104780",0,0,0,0,0,0
"ENSMUSG00000104781",0,0,0,0,0,3
"ENSMUSG00000104782",0,3,0,1,0,2
"ENSMUSG00000104784",13,48,12,4,7,13
"ENSMUSG00000104785",0,0,0,0,0,0
"ENSMUSG00000104786",11,8,6,5,5,11
"ENSMUSG00000104787",0,0,0,0,0,0
"ENSMUSG00000104788",0,0,0,0,0,0
"ENSMUSG00000104789",0,0,0,0,0,0
"ENSMUSG00000104790",0,0,0,0,0,0
"ENSMUSG00000104791",0,0,0,0,0,0
"ENSMUSG00000104792",0,0,0,0,0,0
"ENSMUSG00000104793",0,0,0,0,0,0
"ENSMUSG00000104794",9,19,9,19,17,21
"ENSMUSG00000104795",8,26,13,2,19,11
"ENSMUSG00000104797",0,0,0,0,0,0
"ENSMUSG00000104798",0,0,0,0,0,0
"ENSMUSG00000104799",0,0,0,4,0,0
"ENSMUSG00000104800",0,0,0,0,0,0
"ENSMUSG00000104801",4,7,2,3,1,0
"ENSMUSG00000104802",25,23,13,35,23,18
"ENSMUSG00000104803",0,0,0,0,0,0
"ENSMUSG00000104804",0,0,0,0,0,0
"ENSMUSG00000104805",0,0,0,0,0,0
"ENSMUSG00000104806",2,2,0,0,1,1
"ENSMUSG00000104807",29,75,32,49,51,34
"ENSMUSG00000104808",0,0,0,0,0,0
"ENSMUSG00000104810",0,0,0,0,0,0
"ENSMUSG00000104811",0,0,0,0,0,0
"ENSMUSG00000104814",89,100,57,56,96,111
"ENSMUSG00000104815",0,0,0,0,0,0
"ENSMUSG00000104816",0,0,1,0,0,0
"ENSMUSG00000104818",0,0,1,0,0,0
"ENSMUSG00000104819",0,0,0,0,0,0
"ENSMUSG00000104821",68,67,37,54,44,65
"ENSMUSG00000104822",2,3,7,5,0,4
"ENSMUSG00000104823",2,4,4,0,0,0
"ENSMUSG00000104824",0,0,0,0,0,0
"ENSMUSG00000104825",0,0,0,0,0,0
"ENSMUSG00000104826",0,0,0,0,0,0
"ENSMUSG00000104828",0,0,0,0,0,0
"ENSMUSG00000104829",0,0,0,0,0,0
"ENSMUSG00000104830",7,5,5,12,15,12
"ENSMUSG00000104831",1,0,0,0,0,0
"ENSMUSG00000104832",0,0,0,0,0,0
"ENSMUSG00000104833",18,12,11,13,20,2
"ENSMUSG00000104834",0,0,0,0,0,0
"ENSMUSG00000104835",3,0,1,7,6,5
"ENSMUSG00000104837",0,4,0,3,0,4
"ENSMUSG00000104838",0,0,0,0,0,0
"ENSMUSG00000104839",0,0,0,0,0,0
"ENSMUSG00000104840",0,0,0,0,0,0
"ENSMUSG00000104841",21,44,39,17,4,18
"ENSMUSG00000104842",0,0,0,0,0,0
"ENSMUSG00000104843",0,0,0,0,0,0
"ENSMUSG00000104845",0,9,0,0,0,0
"ENSMUSG00000104846",1,6,0,0,4,0
"ENSMUSG00000104847",1,0,0,0,3,1
"ENSMUSG00000104849",0,0,0,0,0,0
"ENSMUSG00000104850",25,44,28,27,13,35
"ENSMUSG00000104851",44,37,38,38,33,66
"ENSMUSG00000104852",51,32,35,40,66,43
"ENSMUSG00000104853",0,0,0,0,0,0
"ENSMUSG00000104854",0,0,0,0,0,0
"ENSMUSG00000104855",0,0,0,0,0,0
"ENSMUSG00000104858",19,0,0,11,2,24
"ENSMUSG00000104859",1,0,1,0,0,0
"ENSMUSG00000104860",14,37,23,12,3,10
"ENSMUSG00000104861",57,89,64,44,58,59
"ENSMUSG00000104862",0,0,0,0,1,0
"ENSMUSG00000104864",0,0,0,0,0,0
"ENSMUSG00000104865",0,0,0,0,0,0
"ENSMUSG00000104866",0,0,0,0,0,0
"ENSMUSG00000104867",1,0,2,0,2,7
"ENSMUSG00000104868",747,841,783,857,625,604
"ENSMUSG00000104869",12,5,13,4,16,30
"ENSMUSG00000104870",0,0,0,0,0,0
"ENSMUSG00000104871",59,113,83,81,77,72
"ENSMUSG00000104872",0,0,0,0,0,0
"ENSMUSG00000104873",1,8,9,1,0,1
"ENSMUSG00000104874",11,3,7,12,14,4
"ENSMUSG00000104875",1,0,5,0,0,0
"ENSMUSG00000104876",0,0,1,9,1,1
"ENSMUSG00000104877",6,12,4,16,13,21
"ENSMUSG00000104878",0,0,0,0,0,0
"ENSMUSG00000104881",0,0,0,0,0,0
"ENSMUSG00000104882",7,1,3,6,2,10
"ENSMUSG00000104883",0,0,0,0,0,0
"ENSMUSG00000104884",0,0,0,0,0,0
"ENSMUSG00000104885",0,0,0,0,0,0
"ENSMUSG00000104886",0,0,0,0,0,0
"ENSMUSG00000104887",0,0,0,0,0,0
"ENSMUSG00000104888",1,2,12,8,5,6
"ENSMUSG00000104889",0,0,0,0,0,0
"ENSMUSG00000104891",26,14,39,28,30,32
"ENSMUSG00000104892",0,0,0,0,0,0
"ENSMUSG00000104893",0,0,0,0,0,0
"ENSMUSG00000104894",0,0,0,0,0,0
"ENSMUSG00000104895",0,0,0,0,0,0
"ENSMUSG00000104897",5,12,4,10,7,8
"ENSMUSG00000104898",0,0,0,0,0,0
"ENSMUSG00000104899",0,0,0,0,0,0
"ENSMUSG00000104900",6,9,3,7,17,23
"ENSMUSG00000104901",37,54,48,47,31,47
"ENSMUSG00000104902",1,0,0,0,0,0
"ENSMUSG00000104903",10,41,24,5,29,22
"ENSMUSG00000104904",5,10,4,6,7,1
"ENSMUSG00000104905",0,0,0,0,0,0
"ENSMUSG00000104906",1,5,6,0,8,0
"ENSMUSG00000104908",4,3,0,0,2,11
"ENSMUSG00000104909",0,0,0,0,0,0
"ENSMUSG00000104910",11,15,23,20,28,33
"ENSMUSG00000104912",4,0,7,7,12,2
"ENSMUSG00000104913",154,90,125,122,125,126
"ENSMUSG00000104914",1,0,0,0,1,7
"ENSMUSG00000104915",0,0,0,0,0,0
"ENSMUSG00000104916",1,3,0,0,0,0
"ENSMUSG00000104917",1,0,4,0,4,4
"ENSMUSG00000104918",0,0,0,0,5,0
"ENSMUSG00000104919",34,56,12,39,33,48
"ENSMUSG00000104920",8,4,2,0,1,2
"ENSMUSG00000104921",0,0,0,0,0,0
"ENSMUSG00000104922",0,0,0,0,0,0
"ENSMUSG00000104923",8,4,7,14,5,3
"ENSMUSG00000104924",0,0,0,0,0,0
"ENSMUSG00000104925",34,47,21,37,28,30
"ENSMUSG00000104926",0,0,0,0,0,0
"ENSMUSG00000104927",0,0,0,0,0,0
"ENSMUSG00000104928",0,0,0,0,0,0
"ENSMUSG00000104929",79,104,43,65,60,127
"ENSMUSG00000104930",0,0,0,0,0,0
"ENSMUSG00000104931",0,0,0,0,0,0
"ENSMUSG00000104932",0,0,0,0,0,0
"ENSMUSG00000104934",0,0,0,0,0,0
"ENSMUSG00000104935",0,0,0,0,0,0
"ENSMUSG00000104936",36,37,34,29,35,70
"ENSMUSG00000104937",2,0,0,0,0,0
"ENSMUSG00000104938",49,34,41,35,52,62
