"","Mmus_C57-6CR_LVR_FLT_Rep1_F58","Mmus_C57-6CR_LVR_FLT_Rep2_F64","Mmus_C57-6CR_LVR_GC_Rep1_G40","Mmus_C57-6CR_LVR_GC_Rep2_G44","Mmus_C57-6CR_LVR_VIV_Rep1_V14","Mmus_C57-6CR_LVR_VIV_Rep2_V9"
"ENSMUSG00000092603",0,0,0,0,0,0
"ENSMUSG00000092604",0,0,0,0,0,0
"ENSMUSG00000092606",0,0,0,0,0,0
"ENSMUSG00000092607",103,128,200,175,171,144
"ENSMUSG00000092608",0,0,0,0,0,0
"ENSMUSG00000092609",0,0,6,4,6,2
"ENSMUSG00000092610",0,0,0,0,0,0
"ENSMUSG00000092611",0,0,0,0,0,0
"ENSMUSG00000092612",0,0,0,0,0,0
"ENSMUSG00000092614",0,0,0,0,0,0
"ENSMUSG00000092615",0,0,0,0,0,0
"ENSMUSG00000092616",0,0,0,0,0,0
"ENSMUSG00000092617",0,0,0,0,0,0
"ENSMUSG00000092618",0,0,0,0,0,0
"ENSMUSG00000092619",0,0,0,0,0,0
"ENSMUSG00000092620",0,0,0,0,0,0
"ENSMUSG00000092621",0,0,0,0,0,0
"ENSMUSG00000092622",3,3,0,0,0,1
"ENSMUSG00000092624",1,1,0,1,0,0
"ENSMUSG00000092625",0,0,0,0,0,0
"ENSMUSG00000092626",20,25,26,29,17,30
"ENSMUSG00000092627",2,0,0,0,0,0
"ENSMUSG00000092629",0,0,0,0,0,0
"ENSMUSG00000092633",0,0,0,0,0,0
"ENSMUSG00000092636",0,0,0,0,0,0
"ENSMUSG00000092638",0,0,0,0,0,0
"ENSMUSG00000092639",0,0,0,0,0,0
"ENSMUSG00000092641",0,0,0,0,0,0
"ENSMUSG00000092643",0,0,0,0,0,0
"ENSMUSG00000092644",0,0,0,0,0,0
"ENSMUSG00000092647",0,0,0,0,0,0
"ENSMUSG00000092648",0,0,0,0,0,0
"ENSMUSG00000092650",0,0,0,0,0,0
"ENSMUSG00000092652",0,0,0,0,0,0
"ENSMUSG00000092653",0,0,0,0,0,0
"ENSMUSG00000092655",0,0,0,0,0,0
"ENSMUSG00000092656",0,0,0,0,0,0
"ENSMUSG00000092657",0,0,0,0,0,0
"ENSMUSG00000092659",0,0,0,0,0,0
"ENSMUSG00000092660",0,0,0,0,0,0
"ENSMUSG00000092661",0,0,0,0,0,0
"ENSMUSG00000092664",0,0,0,0,0,0
"ENSMUSG00000092666",0,0,0,0,0,0
"ENSMUSG00000092668",0,0,0,0,0,0
"ENSMUSG00000092671",0,0,0,0,0,0
"ENSMUSG00000092673",0,0,0,0,0,0
"ENSMUSG00000092674",207.45,17.06,376.57,30.73,58.15,322.69
"ENSMUSG00000092675",0,0,0,0,0,0
"ENSMUSG00000092677",0,0,0,0,0,0
"ENSMUSG00000092679",0,0,0,0,0,0
"ENSMUSG00000092680",4,1,2,2,3,0
"ENSMUSG00000092683",0,0,0,0,0,0
"ENSMUSG00000092685",0,0,0,0,0,0
"ENSMUSG00000092686",0,0,0,0,0,0
"ENSMUSG00000092687",0,0,1,0,0,0
"ENSMUSG00000092693",0,0,0,0,0,0
"ENSMUSG00000092695",0,0,0,0,0,0
"ENSMUSG00000092696",0,0,0,0,0,0
"ENSMUSG00000092697",0,0,0,0,0,0
"ENSMUSG00000092698",0,0,0,0,0,0
"ENSMUSG00000092701",0,0,0,0,0,0
"ENSMUSG00000092702",122,5,875.4,16.36,30,287
"ENSMUSG00000092704",0,0,0,0,0,0
"ENSMUSG00000092705",0,0,0,0,0,0
"ENSMUSG00000092706",0,0,0,0,0,0
"ENSMUSG00000092710",0,0,0,0,0,0
"ENSMUSG00000092713",0,0,0,1,0,2
"ENSMUSG00000092714",0,0,0,0,0,0
"ENSMUSG00000092715",0,0,0,0,0,0
"ENSMUSG00000092718",0,0,0,0,0,0
"ENSMUSG00000092719",0,0,0,0,0,0
"ENSMUSG00000092720",0,0,0,0,0,0
"ENSMUSG00000092723",0,0,0,0,0,0
"ENSMUSG00000092724",0,0,0,0,0,0
"ENSMUSG00000092725",0,0,0,0,0,0
"ENSMUSG00000092727",0,0,0,0,0,0
"ENSMUSG00000092730",121.15,98.31,178.3,94.52,86.49,147.31
"ENSMUSG00000092731",0,0,0,0,0,0
"ENSMUSG00000092732",0,0,0,0,0,0
"ENSMUSG00000092734",0,0,0,0,0,0
"ENSMUSG00000092737",0,0,0,0,0,0
"ENSMUSG00000092738",0,0,0,0,0,0
"ENSMUSG00000092741",0,0,0,1,0,0
"ENSMUSG00000092743",0,0,0,0,0,0
"ENSMUSG00000092745",0,0,0,0,0,0
"ENSMUSG00000092746",1957.65,2097.91,3992.06,1512.86,1941.48,3405.61
"ENSMUSG00000092747",0,0,0,0,0,0
"ENSMUSG00000092748",0,0,0,0,0,0
"ENSMUSG00000092751",0,0,0,0,0,0
"ENSMUSG00000092752",0,0,0,0,0,0
"ENSMUSG00000092753",0,0,0,0,0,0
"ENSMUSG00000092758",0,0,0,0,0,0
"ENSMUSG00000092759",0,0,0,0,0,0
"ENSMUSG00000092760",0,0,0,0,0,0
"ENSMUSG00000092761",0,0,0,0,0,0
"ENSMUSG00000092762",0,0,0,0,0,0
"ENSMUSG00000092763",0,0,0,0,0,0
"ENSMUSG00000092764",0,0,0,0,0,0
"ENSMUSG00000092765",0,0,0,0,0,0
"ENSMUSG00000092767",0,0,0,0,0,0
"ENSMUSG00000092770",0,0,0,0,0,0
"ENSMUSG00000092774",0,0,0,0,0,0
"ENSMUSG00000092776",0,0,0,0,0,0
"ENSMUSG00000092777",0,0,0,0,0,0
"ENSMUSG00000092781",0,0,0,0,0,0
"ENSMUSG00000092784",0,0,0,0,0,0
"ENSMUSG00000092787",0,0,0,0,0,0
"ENSMUSG00000092790",0,0,0,0,0,0
"ENSMUSG00000092792",0,0,0,0,0,0
"ENSMUSG00000092793",0,0,0,0,0,0
"ENSMUSG00000092794",0,0,0,0,0,0
"ENSMUSG00000092795",0,0,0,0,0,0
"ENSMUSG00000092796",0,0,0,0,0,0
"ENSMUSG00000092799",0,0,0,0,0,0
"ENSMUSG00000092802",0,0,0,0,0,0
"ENSMUSG00000092805",287.56,162.66,972,200.58,198.4,382
"ENSMUSG00000092806",0,0,0,0,0,0
"ENSMUSG00000092807",0,0,0,0,0,0
"ENSMUSG00000092811",0,0,0,0,0,0
"ENSMUSG00000092812",0,0,0,0,0,0
"ENSMUSG00000092813",0,0,0,0,0,0
"ENSMUSG00000092814",0,0,0,0,0,0
"ENSMUSG00000092815",0,0,0,0,0,0
"ENSMUSG00000092816",0,0,0,0,0,0
"ENSMUSG00000092818",0,0,0,0,0,0
"ENSMUSG00000092819",293,247,459,255,217,454
"ENSMUSG00000092821",0,0,0,0,0,0
"ENSMUSG00000092822",0,0,0,0,0,0
"ENSMUSG00000092825",0,0,0,0,0,0
"ENSMUSG00000092826",0,0,0,0,0,0
"ENSMUSG00000092827",0,0,0,0,0,0
"ENSMUSG00000092829",0,0,0,0,0,0
"ENSMUSG00000092830",0,0,0,0,0,0
"ENSMUSG00000092832",0,0,0,0,0,0
"ENSMUSG00000092833",0,0,0,0,0,0
"ENSMUSG00000092834",0,0,0,0,0,0
"ENSMUSG00000092835",0,0,0,0,0,0
"ENSMUSG00000092837",325081.4,222688.86,523094.4,206194.3,268144.88,418952.27
"ENSMUSG00000092838",0,0,0,0,0,0
"ENSMUSG00000092840",0,0,0,0,0,0
"ENSMUSG00000092841",0,0,0,0,0,0
"ENSMUSG00000092842",0,0,0,0,0,0
"ENSMUSG00000092843",0,0,0,0,0,0
"ENSMUSG00000092845",0,0,0,0,0,0
"ENSMUSG00000092847",0,0,0,0,0,0
"ENSMUSG00000092848",0,0,0,0,0,0
"ENSMUSG00000092849",0,0,0,0,0,0
"ENSMUSG00000092850",0,0,0,0,0,0
"ENSMUSG00000092851",0,0,0,0,0,0
"ENSMUSG00000092852",0,0,0,0,0,0
"ENSMUSG00000092853",0,0,0,0,0,0
"ENSMUSG00000092855",0,0,0,0,0,0
"ENSMUSG00000092856",0,0,0,0,0,0
"ENSMUSG00000092862",0,0,0,0,0,0
"ENSMUSG00000092866",0,0,0,0,0,0
"ENSMUSG00000092867",0,0,0,0,0,0
"ENSMUSG00000092868",0,0,0,0,0,0
"ENSMUSG00000092870",0,0,0,0,0,0
"ENSMUSG00000092871",0,0,0,0,0,0
"ENSMUSG00000092875",0,0,0,0,0,0
"ENSMUSG00000092876",0,0,0,0,0,0
"ENSMUSG00000092878",0,0,0,0,0,0
"ENSMUSG00000092879",0,0,0,0,0,0
"ENSMUSG00000092880",0,0,0,0,0,0
"ENSMUSG00000092885",0,0,0,0,0,0
"ENSMUSG00000092887",0,0,0,0,0,0
"ENSMUSG00000092888",0,0,0,0,0,0
"ENSMUSG00000092889",0,0,0,0,0,0
"ENSMUSG00000092891",0,0,0,0,0,0
"ENSMUSG00000092894",0,0,0,0,0,0
"ENSMUSG00000092896",0,0,0,0,0,0
"ENSMUSG00000092897",0,0,0,0,0,0
"ENSMUSG00000092898",0,0,0,0,0,0
"ENSMUSG00000092901",0,0,0,0,0,0
"ENSMUSG00000092903",0,0,2,0,0,0
"ENSMUSG00000092905",0,0,0,0,0,0
"ENSMUSG00000092906",0,0,0,0,0,0
"ENSMUSG00000092907",0,0,0,0,0,0
"ENSMUSG00000092908",0,0,0,0,0,0
"ENSMUSG00000092909",0,0,0,0,0,0
"ENSMUSG00000092912",0,0,0,0,0,0
"ENSMUSG00000092913",0,0,0,0,0,0
"ENSMUSG00000092914",0,0,0,0,0,0
"ENSMUSG00000092915",0,0,0,0,0,0
"ENSMUSG00000092916",0,0,0,0,0,0
"ENSMUSG00000092917",0,0,0,0,0,0
"ENSMUSG00000092918",0,0,0,0.5,0,0
"ENSMUSG00000092919",0,0,0,0,0,0
"ENSMUSG00000092920",0,0,0,0,1.13,0.39
"ENSMUSG00000092921",0,0,0,0,0,0
"ENSMUSG00000092922",0,0,0,0,0,0
"ENSMUSG00000092923",0,0,0,0,0,0
"ENSMUSG00000092928",0,0,0,0,0,0
"ENSMUSG00000092931",0,0,0,0,0,0
"ENSMUSG00000092932",0,0,0,0,0,0
"ENSMUSG00000092934",0,0,0,0,0,0
"ENSMUSG00000092935",0,0,0,0,0,0
"ENSMUSG00000092939",0,0,0,0,0,0
"ENSMUSG00000092948",0,0,0,0,0,0
"ENSMUSG00000092949",0,0,0,0,0,0
"ENSMUSG00000092952",0,0,0,0,0,0
"ENSMUSG00000092953",0,0,0,0,0,0
"ENSMUSG00000092956",0,0,0,0,0,0
"ENSMUSG00000092957",0,0,0,0,0,0
"ENSMUSG00000092958",0,0,0,0,0,0
"ENSMUSG00000092961",0,0,0,0,0,0
"ENSMUSG00000092963",0,0,0,0,0,0
"ENSMUSG00000092965",0,0,0,0,0,0
"ENSMUSG00000092966",0,0,0,0,0,0
"ENSMUSG00000092972",0,0,0,0,0,0
"ENSMUSG00000092973",0,0,0,0,0,0
"ENSMUSG00000092974",0,1,0,1,0,0
"ENSMUSG00000092978",0,0,0,0,0,0
"ENSMUSG00000092979",0,0,0,0,0,0
"ENSMUSG00000092981",0,0,0,0,0,0
"ENSMUSG00000092985",0,0,0,0,0,0
"ENSMUSG00000092986",0,0,0,0,0,0
"ENSMUSG00000092988",0,0,0,0,0,0
"ENSMUSG00000092990",0,0,0,0,0,0
"ENSMUSG00000092994",0,0,0,0,0,0
"ENSMUSG00000092995",0,0,0,0,0,0
"ENSMUSG00000092997",0,0,0,0,0,0
"ENSMUSG00000092998",0,0,0,0,0,0
"ENSMUSG00000092999",0,0,0,0,0,0
"ENSMUSG00000093000",0,0.98,0,0,0,0
"ENSMUSG00000093002",0,0,0,0,0,0
"ENSMUSG00000093003",0,0,0,0,0,0
"ENSMUSG00000093004",0,0,0,0,0,0
"ENSMUSG00000093005",0,0,0,0,0,0
"ENSMUSG00000093006",2,1,0,5,1,0
"ENSMUSG00000093007",0,0,0,0,0,0
"ENSMUSG00000093009",0,0,0,0,0,0
"ENSMUSG00000093010",0,0,0,1,0,0
"ENSMUSG00000093011",0,0,0,0,0,0
"ENSMUSG00000093013",0,0,0,0,0,0
"ENSMUSG00000093014",0,0,0,0,0,0
"ENSMUSG00000093015",0,0,0,0,0,0
"ENSMUSG00000093017",0,0,0,0,0,0
"ENSMUSG00000093019",0,0,0,0,0,0
"ENSMUSG00000093021",0,0,0,0,0,0
"ENSMUSG00000093023",0,0,0,0,0,0
"ENSMUSG00000093024",0,0,0,0,0,0
"ENSMUSG00000093025",0,0,0,0,0,0
"ENSMUSG00000093026",0,0,0,0,0,0
"ENSMUSG00000093029",0,0,0,0,0,0
"ENSMUSG00000093030",0,0,0,0,0,0
"ENSMUSG00000093031",0,0,0,0,0,0
"ENSMUSG00000093032",0,0,0,0,0,0
"ENSMUSG00000093033",0,0,0,0,0,0
"ENSMUSG00000093034",0,0,0,0,0,0
"ENSMUSG00000093036",0,0,0,0,0,0
"ENSMUSG00000093037",0,0,0,0,0,0
"ENSMUSG00000093039",0,0,0,0,0,0
"ENSMUSG00000093040",0,0,0,0,0,0
"ENSMUSG00000093041",0,0,0,0,0,0
"ENSMUSG00000093042",0,0,0,0,0,0
"ENSMUSG00000093044",23,18,37,18,15,35
"ENSMUSG00000093046",0,0,0,0,0,0
"ENSMUSG00000093051",0,0,0,0,0,0
"ENSMUSG00000093052",0,0,0,0,0,0
"ENSMUSG00000093054",0,0,0,0,0,0
"ENSMUSG00000093056",2,0,0,1,1,0
"ENSMUSG00000093058",0,0,0,0,0,0
"ENSMUSG00000093059",0,0,0,0,0,0
"ENSMUSG00000093060",0,0,0,0,0,0
"ENSMUSG00000093061",0,0,0,0,0,0
"ENSMUSG00000093063",0,0,0,0,0,0
"ENSMUSG00000093064",60.64,10.17,354.43,20.31,33.43,131.54
"ENSMUSG00000093065",0,0,0,0,0,0
"ENSMUSG00000093067",0,0,0,0,0,0
"ENSMUSG00000093070",0,0,0,0,0,0
"ENSMUSG00000093071",0,0,0,0,0,0
"ENSMUSG00000093072",0,0,0,0,0,0
"ENSMUSG00000093073",0,0,0,0,0,0
"ENSMUSG00000093074",0,0,0,0,0,0
"ENSMUSG00000093075",0,0,0,0,0,0
"ENSMUSG00000093076",0,0,0,0,0,0
"ENSMUSG00000093079",0,0,0,0,0,0
"ENSMUSG00000093080",0,0,0,0,0,0
"ENSMUSG00000093081",0,0,0,0,0,0
"ENSMUSG00000093082",0,0,0,0,0,0
"ENSMUSG00000093083",0,0,0,0,0,0
"ENSMUSG00000093085",0,0,0,0,0,0
"ENSMUSG00000093087",0,0,0,0,0,0
"ENSMUSG00000093089",0,0,0,0,0,0
"ENSMUSG00000093090",0,0,0,0,0,0
"ENSMUSG00000093091",0,0,0,0,0,0
"ENSMUSG00000093092",0,0,0,0,0,0
"ENSMUSG00000093093",0,0,0,0,0,0
"ENSMUSG00000093096",0,0,0,0,0,0
"ENSMUSG00000093097",0,0,0,0,0,0
"ENSMUSG00000093100",0,0,0,0,0,0
"ENSMUSG00000093101",0,0,0,0,0,0
"ENSMUSG00000093102",0,0,0,0,0,0
"ENSMUSG00000093105",0,0,0,0,0,0
"ENSMUSG00000093106",0,0,0,0,0,0
"ENSMUSG00000093107",2.73,0.66,0.67,0,0,0
"ENSMUSG00000093108",0,0,0,0,0,0
"ENSMUSG00000093112",1,1,5,1,0,3
"ENSMUSG00000093113",0,0,0,0,0,0
"ENSMUSG00000093114",0,0,0,0,0,0
"ENSMUSG00000093115",0,0,0,0,0,0
"ENSMUSG00000093116",0,0,0,0,0,0
"ENSMUSG00000093117",0,0,0,0,0,0
"ENSMUSG00000093118",0,0,0,0,0,0
"ENSMUSG00000093119",0,0,0,0,0,0
"ENSMUSG00000093120",0,0,0,0,0,0
"ENSMUSG00000093122",0,0,0,0,0,0
"ENSMUSG00000093124",0,0,0,0,0,0
"ENSMUSG00000093125",0,0,0,0,0,0
"ENSMUSG00000093128",0,0,0,0,0,0
"ENSMUSG00000093129",0,0,0,0,0,0
"ENSMUSG00000093132",0,0,0,0,0,0
"ENSMUSG00000093133",0.17,0.34,0,1.9,0,0
"ENSMUSG00000093134",0,0,0,0,0,0
"ENSMUSG00000093137",0,0,0,0,0,0
"ENSMUSG00000093138",0,0,0,0,0,0
"ENSMUSG00000093139",0,0,0,0,0,0
"ENSMUSG00000093140",0,0,0,0,0,0
"ENSMUSG00000093142",0,0,0,0,0,0
"ENSMUSG00000093147",0,0,0,0,0,0
"ENSMUSG00000093148",0,0,0,0,0,0
"ENSMUSG00000093149",0,0,0,0,0,0
"ENSMUSG00000093152",0,0,0,0,0,0
"ENSMUSG00000093153",0,0,0,0,0,0
"ENSMUSG00000093155",0,0,0,0,0,0
"ENSMUSG00000093156",0,0,0,0,0,0
"ENSMUSG00000093157",0,0,0,0,0,0
"ENSMUSG00000093158",0,0,0,0,0,0
"ENSMUSG00000093159",0,0,0,0,0,0
"ENSMUSG00000093160",0,0,0,0,0,0
"ENSMUSG00000093161",0,0,0,0,0,0
"ENSMUSG00000093162",0,0,0,0,0,0
"ENSMUSG00000093163",0,0,0,0,0,0
"ENSMUSG00000093164",0,0,0,0,0,0
"ENSMUSG00000093167",0.8,0,0,1.87,2.93,0
"ENSMUSG00000093168",0,0,0,0,0,0
"ENSMUSG00000093169",0,0,0,0,0,0
"ENSMUSG00000093170",0,0,0,0,0,0
"ENSMUSG00000093172",0,0,0,0,0,0
"ENSMUSG00000093173",0,0,0,0,0,0
"ENSMUSG00000093176",0,0,0,0,0,0
"ENSMUSG00000093178",1,0,0,0,0,3
"ENSMUSG00000093180",0,0,0,0,0,0
"ENSMUSG00000093183",11,9,30,12,15,23
"ENSMUSG00000093184",0,0,0,0,0,0
"ENSMUSG00000093185",0,0,0,1.67,0,0
"ENSMUSG00000093187",0,0,0,0,0,0
"ENSMUSG00000093189",0,0,0,0,0,0
"ENSMUSG00000093190",0,0,0,0,0,0
"ENSMUSG00000093191",0,0,0,0,0,0
"ENSMUSG00000093192",0,0,0,0,0,0
"ENSMUSG00000093202",0,0,0,0,0,0
"ENSMUSG00000093203",0,0,0,0,0,0
"ENSMUSG00000093206",0,0,0,0,0,0
"ENSMUSG00000093207",0,0,0,0,0,0
"ENSMUSG00000093208",0,0,0,0,0,0
"ENSMUSG00000093211",0,0,0,0,0,0
"ENSMUSG00000093212",0,0,0,0,0,0
"ENSMUSG00000093214",0,0,0,0,0,0
"ENSMUSG00000093215",0,0,0,0,0,0
"ENSMUSG00000093216",0,0,0,0,0,0
"ENSMUSG00000093217",0,0,0,0,0,0
"ENSMUSG00000093218",0,0,0,0,0,0
"ENSMUSG00000093219",0,0,0,0,0,0
"ENSMUSG00000093221",0,0,0,0,0,0
"ENSMUSG00000093223",0,0,0,0,0,0
"ENSMUSG00000093224",0,0,0,0,0,0
"ENSMUSG00000093226",0,0,0,0,0,0
"ENSMUSG00000093227",0,0,0,0,0,0
"ENSMUSG00000093228",0,0,0,0,0,0
"ENSMUSG00000093230",0,0,0,0,0,0
"ENSMUSG00000093231",0,0,0,0,0,0
"ENSMUSG00000093232",0,0,0,0,0,0
"ENSMUSG00000093234",0,0,0,0,0,0
"ENSMUSG00000093236",0,0,0,0,0,0
"ENSMUSG00000093238",0,0,0,0,0,0
"ENSMUSG00000093239",0,0,0,0,0,0
"ENSMUSG00000093240",0,0,0,0,0,0
"ENSMUSG00000093241",0,0,0,0,0,0
"ENSMUSG00000093242",0,0,0,0,0,0
"ENSMUSG00000093243",0,0,0,0,0,0
"ENSMUSG00000093245",0,0,0,0,0,0
"ENSMUSG00000093246",0,0,0,0,0,0
"ENSMUSG00000093249",0,0,0,0,0,0
"ENSMUSG00000093251",0,0,0,0,0,0
"ENSMUSG00000093254",0,0,0,0,0,0
"ENSMUSG00000093256",0,0,0,0,0,0
"ENSMUSG00000093258",0,0,0,0,0,0
"ENSMUSG00000093260",0,0,0,0,0,0
"ENSMUSG00000093261",0,0,0,0,0,0
"ENSMUSG00000093262",1,0,0,0,0,0
"ENSMUSG00000093264",0,0,0,0,0,0.14
"ENSMUSG00000093266",0,0,0,0,0,0
"ENSMUSG00000093269",0,0,0,0,0,0
"ENSMUSG00000093270",0,0,0,0,0,0
"ENSMUSG00000093271",0,0,0,0,0,0
"ENSMUSG00000093273",0,0,0,0,0,0
"ENSMUSG00000093274",0,0,0,0,0,0
"ENSMUSG00000093276",0,0,0,0,0,0
"ENSMUSG00000093277",0,0,0,0,0,0
"ENSMUSG00000093278",0,0,0,0,0,0
"ENSMUSG00000093279",0,0,0,0,0,0
"ENSMUSG00000093280",0,0,0,0,0,0
"ENSMUSG00000093281",0,0,0,0,0,0
"ENSMUSG00000093282",0,0,0,0,0,0
"ENSMUSG00000093283",4,2,13,3,4,7
"ENSMUSG00000093286",0,0,0,0,0,0
"ENSMUSG00000093289",1,0,0,0,0,0
"ENSMUSG00000093290",0,0,0,0,0,0
"ENSMUSG00000093291",0,0,0,0,0,0
"ENSMUSG00000093292",0,0,0,0,0,0
"ENSMUSG00000093293",0,0,0,0,0,0
"ENSMUSG00000093294",0,0,0,0,0,0
"ENSMUSG00000093296",0,0,0,0,0,0
"ENSMUSG00000093298",0,0,0,0,0,0
"ENSMUSG00000093300",0,0,0,0,0,0
"ENSMUSG00000093301",0,0,0,0,0,0
"ENSMUSG00000093302",0,0,0,0,0,0
"ENSMUSG00000093303",0,0,0,0,0,0
"ENSMUSG00000093306",0,0,0,0,0,0
"ENSMUSG00000093311",0,0,0,0,0,0
"ENSMUSG00000093314",0,0,0,0,2,1
"ENSMUSG00000093315",0,0,0,0,0,0
"ENSMUSG00000093317",0,0,0,0,0,0
"ENSMUSG00000093319",0,0,0,0,0,0
"ENSMUSG00000093322",0,0,0,0,0,0
"ENSMUSG00000093323",0,0,0,0,0,0
"ENSMUSG00000093325",0,0,0,0,0,0
"ENSMUSG00000093327",0,0,0,0,0,0
"ENSMUSG00000093329",0,0,0,0,0,0
"ENSMUSG00000093331",0,0,0,0,0,0
"ENSMUSG00000093334",0,0,0,1,0,0
"ENSMUSG00000093335",0,0,0,0,0,0
"ENSMUSG00000093336",0,0,0,0,0,0
"ENSMUSG00000093338",0,0,0,0,0,0
"ENSMUSG00000093340",0,0,0,0,0,0
"ENSMUSG00000093341",0,0,0,0,0,0
"ENSMUSG00000093342",0,0,0,0,0,0
"ENSMUSG00000093344",0,0,0,0,0,0
"ENSMUSG00000093345",0,0,0,0,0,0
"ENSMUSG00000093346",0,0,0,0,0,0
"ENSMUSG00000093348",0,0,0,0,0,0
"ENSMUSG00000093351",0,0,0,0,0,0
"ENSMUSG00000093352",0,0,0,0,0,0
"ENSMUSG00000093354",0,0,0,0,0,0
"ENSMUSG00000093355",256.7,191.76,451.42,209.74,192.76,365.12
"ENSMUSG00000093356",0,0,0,0,0,0
"ENSMUSG00000093358",0,0,0,0,0,0
"ENSMUSG00000093359",0,0,0,0,0,0
"ENSMUSG00000093362",0,0,0,0,0,0
"ENSMUSG00000093363",0,0,0,0,0,0
"ENSMUSG00000093365",0,0,0,0,0,0
"ENSMUSG00000093368",0,0,0,0,0,0
"ENSMUSG00000093373",0,0,0,0,0,0
"ENSMUSG00000093376",0,0,0,0,0,0
"ENSMUSG00000093378",2,0,1,1,0,0
"ENSMUSG00000093380",0,0,0,0,0,0
"ENSMUSG00000093381",0,0,0,0,0,0
"ENSMUSG00000093382",0,0,0,0,0,0
"ENSMUSG00000093383",0,0,0,0,0,0
"ENSMUSG00000093384",0,0,0,0,0,0
"ENSMUSG00000093385",0,0,0,0,0,0
"ENSMUSG00000093386",0,0,0,0,0,0
"ENSMUSG00000093387",3.11,1.08,4.25,6.45,0,5.86
"ENSMUSG00000093388",0,0,0,0,0,0
"ENSMUSG00000093390",0,0,0,0,0,0
"ENSMUSG00000093392",13.52,39.57,30.18,27.29,13.78,10.28
"ENSMUSG00000093394",33,13,5,9,7,14
"ENSMUSG00000093395",0,0,0,0,0,0
"ENSMUSG00000093397",0,0,0,0,0,0
"ENSMUSG00000093398",0,0,0,0,0,0
"ENSMUSG00000093400",0,0,0,0,0,0
"ENSMUSG00000093401",0,0,0,0,0,0
"ENSMUSG00000093402",37.88,37.17,40.51,27,30.25,25.34
"ENSMUSG00000093403",0,0,0,0,0,0
"ENSMUSG00000093404",0,0,0,0,0,0
"ENSMUSG00000093405",36,16,26,27,23,20
"ENSMUSG00000093406",0,0,0,0,0,0
"ENSMUSG00000093408",0,0,0,0,0,0
"ENSMUSG00000093409",0,0,0,0,0,0
"ENSMUSG00000093410",0,0,0,0,0,0
"ENSMUSG00000093413",2,0,4,0,3,2
"ENSMUSG00000093416",0,0,0,0,0,0
"ENSMUSG00000093419",0,0,0,0,0,0
"ENSMUSG00000093420",0,0,0,0,0,0
"ENSMUSG00000093421",0,0,0,0,0,0
"ENSMUSG00000093424",2,4,5,1,5,4
"ENSMUSG00000093426",0,0,0,0,0,0
"ENSMUSG00000093427",0,0,0,0,0,0
"ENSMUSG00000093428",0,0,0,0,0,0
"ENSMUSG00000093429",0,0,0,0,0,0
"ENSMUSG00000093433",0,0,0,0,0,0
"ENSMUSG00000093434",0,0,0,0,0,0
"ENSMUSG00000093436",0,0,0,0,0,0
"ENSMUSG00000093437",0,0,0,0,0,0
"ENSMUSG00000093441",0,0,0,0,0,0
"ENSMUSG00000093443",0,0,0,0,0,0
"ENSMUSG00000093444",0,0,0,0,0,0
"ENSMUSG00000093445",55.38,71.95,36.52,98.26,74.88,62
"ENSMUSG00000093446",1,1,4,2,0,0
"ENSMUSG00000093447",0,0,0,0,0,0
"ENSMUSG00000093449",0,0,0,0,0,0
"ENSMUSG00000093452",1,0,0,0,0,1
"ENSMUSG00000093453",0,0,0,0,0,0
"ENSMUSG00000093454",0,0,0,0,0,0
"ENSMUSG00000093456",1.37,2.68,0,6.66,7.08,2.54
"ENSMUSG00000093458",0,1,2,4,0,0
"ENSMUSG00000093460",0,0,0,0,0,0
"ENSMUSG00000093461",0,0,0,0,0,0
"ENSMUSG00000093465",11,15,16,29,8,16
"ENSMUSG00000093467",1,4,2,4,3,1
"ENSMUSG00000093469",0,0,0,0,0,0
"ENSMUSG00000093472",0,0,0,0,0,0
"ENSMUSG00000093473",0,0,0,0,0,0
"ENSMUSG00000093474",0,0,0,0,0,0
"ENSMUSG00000093476",0,0,0,0,0,0
"ENSMUSG00000093479",0,2,0,0,0,0
"ENSMUSG00000093480",0,0,0,0,0,0
"ENSMUSG00000093482",1,0,1,0,1,0
"ENSMUSG00000093483",16,18,25,18,16,25
"ENSMUSG00000093484",0,0,0,0,0,0
"ENSMUSG00000093485",9.46,21.13,11.96,33.59,32.65,86.83
"ENSMUSG00000093487",0,0,0,0,0,0
"ENSMUSG00000093489",0,0,0,0,0,0
"ENSMUSG00000093490",0,0,0,0,0,0
"ENSMUSG00000093492",0,0,0,0,0,0
"ENSMUSG00000093493",0,0,0,0,0,0
"ENSMUSG00000093495",0,0,0,0,0,0
"ENSMUSG00000093497",0,0,0,0,0,0
"ENSMUSG00000093498",0,0,0,0,0,0
"ENSMUSG00000093499",0,0,0,0,0,0
"ENSMUSG00000093502",0,0,0,0,0,0
"ENSMUSG00000093503",0,0,0,0,0,0
"ENSMUSG00000093504",0,0,0,0,0,0
"ENSMUSG00000093505",0,0,0,0,0,0
"ENSMUSG00000093507",0,1,3,3,0,2
"ENSMUSG00000093508",0,0,0,0,0,0
"ENSMUSG00000093509",0,0,0,0,0,0
"ENSMUSG00000093510",0,1,0,0,0,0
"ENSMUSG00000093513",0,0,0,0,0,0
"ENSMUSG00000093515",0,0,0,0,0,0
"ENSMUSG00000093516",0,0,0,0,0,0
"ENSMUSG00000093518",0,0,0,0,0,0
"ENSMUSG00000093519",0,0,0,0,0,0
