human_symbol_hgnc,human_ensembl,mouse_ensembl
KHDRBS1,ENSG00000121774,ENSMUSG00000028790
KHDRBS2,ENSG00000112232,ENSMUSG00000026058
KHDRBS3,ENSG00000131773,ENSMUSG00000022332
KHK,ENSG00000138030,ENSMUSG00000029162
KHNYN,ENSG00000100441,ENSMUSG00000047153
KHSRP,ENSG00000088247,ENSMUSG00000007670
KIAA0040,ENSG00000235750,ENSMUSG00000090394
KIAA0232,ENSG00000170871,ENSMUSG00000029190
KIAA0319,ENSG00000137261,ENSMUSG00000006711
KIAA0319L,ENSG00000142687,ENSMUSG00000028830
KIAA0408,ENSG00000189367,ENSMUSG00000004360
KIAA0513,ENSG00000135709,ENSMUSG00000031824
KIAA0586,ENSG00000100578,ENSMUSG00000034601
KIAA0753,ENSG00000198920,ENSMUSG00000020807
KIAA0825,ENSG00000185261,ENSMUSG00000071252
KIAA0930,ENSG00000100364,ENSMUSG00000036046
KIAA1143,ENSG00000163807,ENSMUSG00000032551
KIAA1191,ENSG00000122203,ENSMUSG00000025871
KIAA1217,ENSG00000120549,ENSMUSG00000036617
KIAA1328,ENSG00000150477,ENSMUSG00000033632
KIAA1549,ENSG00000122778,ENSMUSG00000063455
KIAA1549L,ENSG00000110427,ENSMUSG00000068373
KIAA1614,ENSG00000135835,ENSMUSG00000033722
KIAA1671,ENSG00000197077,ENSMUSG00000051339
KIAA1755,ENSG00000149633,ENSMUSG00000037813
KIAA1958,ENSG00000165185,ENSMUSG00000045071
KIAA2012,ENSG00000182329,ENSMUSG00000047361
KIAA2013,ENSG00000116685,ENSMUSG00000044496
KICS2,ENSG00000174206,ENSMUSG00000053684
KIDINS220,ENSG00000134313,ENSMUSG00000036333
KIF11,ENSG00000138160,ENSMUSG00000012443
KIF12,ENSG00000136883,ENSMUSG00000028357
KIF13A,ENSG00000137177,ENSMUSG00000021375
KIF13B,ENSG00000197892,ENSMUSG00000060012
KIF14,ENSG00000118193,ENSMUSG00000041498
KIF15,ENSG00000163808,ENSMUSG00000036768
KIF17,ENSG00000117245,ENSMUSG00000028758
KIF18A,ENSG00000121621,ENSMUSG00000027115
KIF18B,ENSG00000186185,ENSMUSG00000051378
KIF19,ENSG00000196169,ENSMUSG00000010021
KIF1A,ENSG00000130294,ENSMUSG00000014602
KIF1B,ENSG00000054523,ENSMUSG00000063077
KIF1C,ENSG00000129250,ENSMUSG00000020821
KIF20A,ENSG00000112984,ENSMUSG00000003779
KIF20B,ENSG00000138182,ENSMUSG00000024795
KIF21A,ENSG00000139116,ENSMUSG00000022629
KIF21B,ENSG00000116852,ENSMUSG00000041642
KIF22,ENSG00000079616,ENSMUSG00000030677
KIF23,ENSG00000137807,ENSMUSG00000032254
KIF24,ENSG00000186638,ENSMUSG00000028438
KIF26A,ENSG00000066735,ENSMUSG00000021294
KIF26B,ENSG00000162849,ENSMUSG00000026494
KIF27,ENSG00000165115,ENSMUSG00000060176
KIF2A,ENSG00000068796,ENSMUSG00000021693
KIF2B,ENSG00000141200,ENSMUSG00000046755
KIF2C,ENSG00000142945,ENSMUSG00000028678
KIF3A,ENSG00000131437,ENSMUSG00000018395
KIF3B,ENSG00000101350,ENSMUSG00000027475
KIF3C,ENSG00000084731,ENSMUSG00000020668
KIF4A,ENSG00000090889,ENSMUSG00000034311
KIF4B,ENSG00000226650,ENSMUSG00000092054
KIF5A,ENSG00000155980,ENSMUSG00000074657
KIF5B,ENSG00000170759,ENSMUSG00000006740
KIF5C,ENSG00000168280,ENSMUSG00000026764
KIF6,ENSG00000164627,ENSMUSG00000023999
KIF7,ENSG00000166813,ENSMUSG00000050382
KIF9,ENSG00000088727,ENSMUSG00000032489
KIFAP3,ENSG00000075945,ENSMUSG00000026585
KIFBP,ENSG00000198954,ENSMUSG00000036955
KIFC2,ENSG00000167702,ENSMUSG00000004187
KIFC3,ENSG00000140859,ENSMUSG00000031788
KIN,ENSG00000151657,ENSMUSG00000037262
KIRREL1,ENSG00000183853,ENSMUSG00000041734
KIRREL2,ENSG00000126259,ENSMUSG00000036915
KIRREL3,ENSG00000149571,ENSMUSG00000032036
KISS1R,ENSG00000116014,ENSMUSG00000035773
KIT,ENSG00000157404,ENSMUSG00000005672
KITLG,ENSG00000049130,ENSMUSG00000019966
KIZ,ENSG00000088970,ENSMUSG00000074749
KL,ENSG00000133116,ENSMUSG00000058488
KLB,ENSG00000134962,ENSMUSG00000029195
KLC1,ENSG00000126214,ENSMUSG00000021288
KLC2,ENSG00000174996,ENSMUSG00000024862
KLC3,ENSG00000104892,ENSMUSG00000040714
KLC4,ENSG00000137171,ENSMUSG00000003546
KLF1,ENSG00000105610,ENSMUSG00000054191
KLF10,ENSG00000155090,ENSMUSG00000037465
KLF11,ENSG00000172059,ENSMUSG00000020653
KLF12,ENSG00000118922,ENSMUSG00000072294
KLF13,ENSG00000169926,ENSMUSG00000052040
KLF14,ENSG00000266265,ENSMUSG00000073209
KLF15,ENSG00000163884,ENSMUSG00000030087
KLF16,ENSG00000129911,ENSMUSG00000035397
KLF2,ENSG00000127528,ENSMUSG00000055148
KLF3,ENSG00000109787,ENSMUSG00000029178
KLF4,ENSG00000136826,ENSMUSG00000003032
KLF5,ENSG00000102554,ENSMUSG00000005148
KLF6,ENSG00000067082,ENSMUSG00000000078
KLF7,ENSG00000118263,ENSMUSG00000025959
KLF8,ENSG00000102349,ENSMUSG00000041649
KLF9,ENSG00000119138,ENSMUSG00000033863
KLHDC1,ENSG00000197776,ENSMUSG00000051890
KLHDC10,ENSG00000128607,ENSMUSG00000029775
KLHDC2,ENSG00000165516,ENSMUSG00000020978
KLHDC3,ENSG00000124702,ENSMUSG00000063576
KLHDC4,ENSG00000104731,ENSMUSG00000040263
KLHDC7A,ENSG00000179023,ENSMUSG00000078234
KLHDC7B,ENSG00000130487,ENSMUSG00000091680
KLHDC8A,ENSG00000162873,ENSMUSG00000042115
KLHDC8B,ENSG00000185909,ENSMUSG00000032609
KLHDC9,ENSG00000162755,ENSMUSG00000045259
KLHL1,ENSG00000150361,ENSMUSG00000022076
KLHL10,ENSG00000161594,ENSMUSG00000001558
KLHL11,ENSG00000178502,ENSMUSG00000048732
KLHL12,ENSG00000117153,ENSMUSG00000026455
KLHL13,ENSG00000003096,ENSMUSG00000036782
KLHL14,ENSG00000197705,ENSMUSG00000042514
KLHL15,ENSG00000174010,ENSMUSG00000043929
KLHL17,ENSG00000187961,ENSMUSG00002076083
KLHL18,ENSG00000114648,ENSMUSG00000054792
KLHL2,ENSG00000109466,ENSMUSG00000031605
KLHL20,ENSG00000076321,ENSMUSG00000026705
KLHL21,ENSG00000162413,ENSMUSG00000073700
KLHL22,ENSG00000099910,ENSMUSG00000022750
KLHL23,ENSG00000213160,ENSMUSG00000042155
KLHL24,ENSG00000114796,ENSMUSG00000062901
KLHL25,ENSG00000183655,ENSMUSG00000055652
KLHL26,ENSG00000167487,ENSMUSG00000055707
KLHL28,ENSG00000179454,ENSMUSG00000020948
KLHL29,ENSG00000119771,ENSMUSG00000020627
KLHL3,ENSG00000146021,ENSMUSG00000014164
KLHL30,ENSG00000168427,ENSMUSG00000026308
KLHL31,ENSG00000124743,ENSMUSG00000044938
KLHL32,ENSG00000186231,ENSMUSG00000040387
KLHL33,ENSG00000185271,ENSMUSG00000090799
KLHL34,ENSG00000185915,ENSMUSG00000047485
KLHL35,ENSG00000149243,ENSMUSG00000035298
KLHL36,ENSG00000135686,ENSMUSG00000031828
KLHL38,ENSG00000175946,ENSMUSG00000022357
KLHL4,ENSG00000102271,ENSMUSG00000025597
KLHL40,ENSG00000157119,ENSMUSG00000074001
KLHL41,ENSG00000239474,ENSMUSG00000075307
KLHL42,ENSG00000087448,ENSMUSG00000040102
KLHL5,ENSG00000109790,ENSMUSG00000054920
KLHL6,ENSG00000172578,ENSMUSG00000043008
KLHL7,ENSG00000122550,ENSMUSG00000028986
KLHL8,ENSG00000145332,ENSMUSG00000029312
KLHL9,ENSG00000198642,ENSMUSG00000070923
KLK10,ENSG00000129451,ENSMUSG00000030693
KLK11,ENSG00000167757,ENSMUSG00000067616
KLK12,ENSG00000186474,ENSMUSG00000044430
KLK13,ENSG00000167759,ENSMUSG00000054046
KLK14,ENSG00000129437,ENSMUSG00000044737
KLK15,ENSG00000174562,ENSMUSG00000055193
KLK4,ENSG00000167749,ENSMUSG00000006948
KLK5,ENSG00000167754,ENSMUSG00000074155
KLK6,ENSG00000167755,ENSMUSG00000050063
KLK7,ENSG00000169035,ENSMUSG00000030713
KLK8,ENSG00000129455,ENSMUSG00000064023
KLK9,ENSG00000213022,ENSMUSG00000047884
KLKB1,ENSG00000164344,ENSMUSG00000109764
KLRD1,ENSG00000134539,ENSMUSG00000030165
KLRG1,ENSG00000139187,ENSMUSG00000030114
KLRG2,ENSG00000188883,ENSMUSG00000071537
KLRK1,ENSG00000213809,ENSMUSG00000030149
KMO,ENSG00000117009,ENSMUSG00000039783
KMT2A,ENSG00000118058,ENSMUSG00000002028
KMT2B,ENSG00000272333,ENSMUSG00000006307
KMT2C,ENSG00000055609,ENSMUSG00000038056
KMT2D,ENSG00000167548,ENSMUSG00000048154
KMT2E,ENSG00000005483,ENSMUSG00000029004
KMT5A,ENSG00000183955,ENSMUSG00000049327
KMT5B,ENSG00000110066,ENSMUSG00000045098
KMT5C,ENSG00000133247,ENSMUSG00000059851
KNCN,ENSG00000162456,ENSMUSG00000073774
KNDC1,ENSG00000171798,ENSMUSG00000066129
KNL1,ENSG00000137812,ENSMUSG00000027326
KNOP1,ENSG00000103550,ENSMUSG00000030980
KNSTRN,ENSG00000128944,ENSMUSG00000027331
KNTC1,ENSG00000184445,ENSMUSG00000029414
KPLCE,ENSG00000198854,ENSMUSG00000090314
KPNA1,ENSG00000114030,ENSMUSG00000022905
KPNA3,ENSG00000102753,ENSMUSG00000021929
KPNA4,ENSG00000186432,ENSMUSG00000027782
KPNA6,ENSG00000025800,ENSMUSG00000003731
KPNA7,ENSG00000185467,ENSMUSG00000038770
KPNB1,ENSG00000108424,ENSMUSG00000001440
KPRP,ENSG00000203786,ENSMUSG00000059832
KPTN,ENSG00000118162,ENSMUSG00000006021
KRABD3,ENSG00000133619,ENSMUSG00000042810
KRAS,ENSG00000133703,ENSMUSG00000030265
KRCC1,ENSG00000172086,ENSMUSG00000053012
KREMEN1,ENSG00000183762,ENSMUSG00000020393
KREMEN2,ENSG00000131650,ENSMUSG00000040680
KRI1,ENSG00000129347,ENSMUSG00000035047
KRIT1,ENSG00000001631,ENSMUSG00000000600
KRR1,ENSG00000111615,ENSMUSG00000063334
KRT1,ENSG00000167768,ENSMUSG00000046834
KRT10,ENSG00000186395,ENSMUSG00000019761
KRT12,ENSG00000187242,ENSMUSG00000020912
KRT14,ENSG00000186847,ENSMUSG00000045545
KRT15,ENSG00000171346,ENSMUSG00000054146
KRT16,ENSG00000186832,ENSMUSG00000053797
KRT17,ENSG00000128422,ENSMUSG00000035557
KRT18,ENSG00000111057,ENSMUSG00000023043
KRT19,ENSG00000171345,ENSMUSG00000020911
KRT2,ENSG00000172867,ENSMUSG00000064201
KRT20,ENSG00000171431,ENSMUSG00000035775
KRT222,ENSG00000213424,ENSMUSG00000035849
KRT23,ENSG00000108244,ENSMUSG00000006777
KRT24,ENSG00000167916,ENSMUSG00000020913
KRT25,ENSG00000204897,ENSMUSG00000035831
KRT26,ENSG00000186393,ENSMUSG00000075570
KRT27,ENSG00000171446,ENSMUSG00000017588
KRT28,ENSG00000173908,ENSMUSG00000055937
KRT32,ENSG00000108759,ENSMUSG00000046095
KRT34,ENSG00000131737,ENSMUSG00000043485
KRT35,ENSG00000197079,ENSMUSG00000048013
KRT36,ENSG00000126337,ENSMUSG00000020916
KRT39,ENSG00000196859,ENSMUSG00000064165
KRT4,ENSG00000170477,ENSMUSG00000059668
KRT40,ENSG00000204889,ENSMUSG00000059169
KRT7,ENSG00000135480,ENSMUSG00000023039
KRT71,ENSG00000139648,ENSMUSG00000051879
KRT72,ENSG00000170486,ENSMUSG00000056605
KRT73,ENSG00000186049,ENSMUSG00000063661
KRT75,ENSG00000170454,ENSMUSG00000022986
KRT76,ENSG00000185069,ENSMUSG00000075402
KRT77,ENSG00000189182,ENSMUSG00000067594
KRT79,ENSG00000185640,ENSMUSG00000061397
KRT8,ENSG00000170421,ENSMUSG00000049382
KRT80,ENSG00000167767,ENSMUSG00000037185
KRT82,ENSG00000161850,ENSMUSG00000049548
KRT84,ENSG00000161849,ENSMUSG00000044294
KRT85,ENSG00000135443,ENSMUSG00000116336
KRT9,ENSG00000171403,ENSMUSG00000051617
KRTAP11-1,ENSG00000182591,ENSMUSG00000091212
KRTAP16-1,ENSG00000212657,ENSMUSG00000078253
KRTAP24-1,ENSG00000188694,ENSMUSG00000050239
KRTAP26-1,ENSG00000197683,ENSMUSG00000071471
KRTAP27-1,ENSG00000206107,ENSMUSG00000090515
KRTAP3-1,ENSG00000212901,ENSMUSG00000047564
KRTAP7-1,ENSG00000274749,ENSMUSG00000056706
KRTAP8-1,ENSG00000183640,ENSMUSG00000059632
KRTCAP2,ENSG00000163463,ENSMUSG00000042747
KRTCAP3,ENSG00000157992,ENSMUSG00000029149
KRTDAP,ENSG00000188508,ENSMUSG00000074199
KSR1,ENSG00000141068,ENSMUSG00000018334
KSR2,ENSG00000171435,ENSMUSG00000061578
KTI12,ENSG00000198841,ENSMUSG00000073775
KTN1,ENSG00000126777,ENSMUSG00000021843
KXD1,ENSG00000105700,ENSMUSG00000055553
KY,ENSG00000174611,ENSMUSG00000035606
KYAT1,ENSG00000171097,ENSMUSG00000039648
KYAT3,ENSG00000137944,ENSMUSG00000040213
KYNU,ENSG00000115919,ENSMUSG00000026866
L1CAM,ENSG00000198910,ENSMUSG00000031391
L2HGDH,ENSG00000087299,ENSMUSG00000020988
L3HYPDH,ENSG00000126790,ENSMUSG00000019718
L3MBTL1,ENSG00000185513,ENSMUSG00000035576
L3MBTL2,ENSG00000100395,ENSMUSG00000022394
L3MBTL3,ENSG00000198945,ENSMUSG00000039089
L3MBTL4,ENSG00000154655,ENSMUSG00000041565
LACC1,ENSG00000179630,ENSMUSG00000044350
LACTB,ENSG00000103642,ENSMUSG00000032370
LACTB2,ENSG00000147592,ENSMUSG00000025937
LACTBL1,ENSG00000215906,ENSMUSG00000070683
LAD1,ENSG00000159166,ENSMUSG00000041782
LAG3,ENSG00000089692,ENSMUSG00000030124
LALBA,ENSG00000167531,ENSMUSG00000022991
LAMA1,ENSG00000101680,ENSMUSG00000032796
LAMA2,ENSG00000196569,ENSMUSG00000019899
LAMA3,ENSG00000053747,ENSMUSG00000024421
LAMA4,ENSG00000112769,ENSMUSG00000019846
LAMA5,ENSG00000130702,ENSMUSG00000015647
LAMB1,ENSG00000091136,ENSMUSG00000002900
LAMB2,ENSG00000172037,ENSMUSG00000052911
LAMB3,ENSG00000196878,ENSMUSG00000026639
LAMC1,ENSG00000135862,ENSMUSG00000026478
LAMC2,ENSG00000058085,ENSMUSG00000026479
LAMC3,ENSG00000050555,ENSMUSG00000026840
LAMP1,ENSG00000185896,ENSMUSG00000031447
LAMP2,ENSG00000005893,ENSMUSG00000016534
LAMP5,ENSG00000125869,ENSMUSG00000027270
LAMTOR1,ENSG00000149357,ENSMUSG00000030842
LAMTOR2,ENSG00000116586,ENSMUSG00000028062
LAMTOR3,ENSG00000109270,ENSMUSG00000091512
LAMTOR4,ENSG00000188186,ENSMUSG00000050552
LAMTOR5,ENSG00000134248,ENSMUSG00000087260
LANCL1,ENSG00000115365,ENSMUSG00000026000
LANCL2,ENSG00000132434,ENSMUSG00000062190
LANCL3,ENSG00000147036,ENSMUSG00000047344
LAP3,ENSG00000002549,ENSMUSG00000039682
LAPTM4A,ENSG00000068697,ENSMUSG00000020585
LAPTM4B,ENSG00000104341,ENSMUSG00000022257
LAPTM5,ENSG00000162511,ENSMUSG00000028581
LARGE1,ENSG00000133424,ENSMUSG00000004383
LARGE2,ENSG00000165905,ENSMUSG00000040434
LARP1,ENSG00000155506,ENSMUSG00000037331
LARP4,ENSG00000161813,ENSMUSG00000023025
LARP6,ENSG00000166173,ENSMUSG00000034839
LARS1,ENSG00000133706,ENSMUSG00000024493
LARS2,ENSG00000011376,ENSMUSG00000035202
LAS1L,ENSG00000001497,ENSMUSG00000057421
LASP1,ENSG00000002834,ENSMUSG00000038366
LAT,ENSG00000213658,ENSMUSG00000030742
LAT2,ENSG00000086730,ENSMUSG00000040751
LATS1,ENSG00000131023,ENSMUSG00000040021
LATS2,ENSG00000150457,ENSMUSG00000021959
LAX1,ENSG00000122188,ENSMUSG00000051998
LAYN,ENSG00000204381,ENSMUSG00000060594
LBH,ENSG00000213626,ENSMUSG00000024063
LBP,ENSG00000129988,ENSMUSG00000016024
LBR,ENSG00000143815,ENSMUSG00000004880
LBX1,ENSG00000138136,ENSMUSG00000025216
LBX2,ENSG00000179528,ENSMUSG00000034968
LCA5,ENSG00000135338,ENSMUSG00000032258
LCA5L,ENSG00000157578,ENSMUSG00000045275
LCAT,ENSG00000213398,ENSMUSG00000035237
LCK,ENSG00000182866,ENSMUSG00000000409
LCLAT1,ENSG00000172954,ENSMUSG00000054469
LCMT1,ENSG00000205629,ENSMUSG00000030763
LCMT2,ENSG00000168806,ENSMUSG00000074890
LCN10,ENSG00000187922,ENSMUSG00000047356
LCN12,ENSG00000184925,ENSMUSG00000026943
LCN2,ENSG00000148346,ENSMUSG00000026822
LCN6,ENSG00000267206,ENSMUSG00000045684
LCN8,ENSG00000204001,ENSMUSG00000036449
LCOR,ENSG00000196233,ENSMUSG00000025019
LCORL,ENSG00000178177,ENSMUSG00000015882
LCP1,ENSG00000136167,ENSMUSG00000021998
LCP2,ENSG00000043462,ENSMUSG00000002699
LCT,ENSG00000115850,ENSMUSG00000026354
LCTL,ENSG00000188501,ENSMUSG00000032401
LDAF1,ENSG00000011638,ENSMUSG00000030917
LDAH,ENSG00000118961,ENSMUSG00000037669
LDB1,ENSG00000198728,ENSMUSG00000025223
LDB2,ENSG00000169744,ENSMUSG00000039706
LDB3,ENSG00000122367,ENSMUSG00000021798
LDHA,ENSG00000134333,ENSMUSG00000063229
LDHAL6B,ENSG00000171989,ENSMUSG00000101959
LDHB,ENSG00000111716,ENSMUSG00000030246
LDHC,ENSG00000166796,ENSMUSG00000030851
LDHD,ENSG00000166816,ENSMUSG00000031958
LDLR,ENSG00000130164,ENSMUSG00000032193
LDLRAD1,ENSG00000203985,ENSMUSG00000070877
LDLRAD2,ENSG00000187942,ENSMUSG00000094035
LDLRAD3,ENSG00000179241,ENSMUSG00000048058
LDLRAD4,ENSG00000168675,ENSMUSG00000024544
LDLRAP1,ENSG00000157978,ENSMUSG00000037295
LDOC1,ENSG00000182195,ENSMUSG00000057615
LEAP2,ENSG00000164406,ENSMUSG00000036216
LECT2,ENSG00000145826,ENSMUSG00000021539
LEF1,ENSG00000138795,ENSMUSG00000027985
LEKR1,ENSG00000197980,ENSMUSG00000074579
LEMD1,ENSG00000186007,ENSMUSG00000079330
LEMD2,ENSG00000161904,ENSMUSG00000044857
LEMD3,ENSG00000174106,ENSMUSG00000048661
LENEP,ENSG00000163352,ENSMUSG00000078173
LENG1,ENSG00000105617,ENSMUSG00000078813
LENG8,ENSG00000167615,ENSMUSG00000035545
LENG9,ENSG00000275183,ENSMUSG00000043432
LEO1,ENSG00000166477,ENSMUSG00000042487
LEP,ENSG00000174697,ENSMUSG00000059201
LEPR,ENSG00000116678,ENSMUSG00000057722
LEPROT,ENSG00000213625,ENSMUSG00000035212
LEPROTL1,ENSG00000104660,ENSMUSG00000031513
LETM1,ENSG00000168924,ENSMUSG00000005299
LETM2,ENSG00000165046,ENSMUSG00000037363
LETMD1,ENSG00000050426,ENSMUSG00000037353
LFNG,ENSG00000106003,ENSMUSG00000029570
LGALS1,ENSG00000100097,ENSMUSG00000068220
LGALS12,ENSG00000133317,ENSMUSG00000024972
LGALS2,ENSG00000100079,ENSMUSG00000043501
LGALS3,ENSG00000131981,ENSMUSG00000050335
LGALS3BP,ENSG00000108679,ENSMUSG00000033880
LGALS4,ENSG00000171747,ENSMUSG00000053964
LGALS8,ENSG00000116977,ENSMUSG00000057554
LGI1,ENSG00000108231,ENSMUSG00000067242
LGI2,ENSG00000153012,ENSMUSG00000039252
LGI3,ENSG00000168481,ENSMUSG00000033595
LGI4,ENSG00000153902,ENSMUSG00000036560
LGMN,ENSG00000100600,ENSMUSG00000021190
LGR4,ENSG00000205213,ENSMUSG00000050199
LGR5,ENSG00000139292,ENSMUSG00000020140
LGR6,ENSG00000133067,ENSMUSG00000042793
LGSN,ENSG00000146166,ENSMUSG00000050217
LHCGR,ENSG00000138039,ENSMUSG00000024107
LHFPL1,ENSG00000182508,ENSMUSG00000041700
LHFPL2,ENSG00000145685,ENSMUSG00000045312
LHFPL3,ENSG00000187416,ENSMUSG00000106379
LHFPL4,ENSG00000156959,ENSMUSG00000042873
LHFPL5,ENSG00000197753,ENSMUSG00000062252
LHFPL6,ENSG00000183722,ENSMUSG00000048332
LHFPL7,ENSG00000206069,ENSMUSG00000066964
LHPP,ENSG00000107902,ENSMUSG00000030946
LHX1,ENSG00000273706,ENSMUSG00000018698
LHX2,ENSG00000106689,ENSMUSG00000000247
LHX3,ENSG00000107187,ENSMUSG00000026934
LHX4,ENSG00000121454,ENSMUSG00000026468
LHX5,ENSG00000089116,ENSMUSG00000029595
LHX6,ENSG00000106852,ENSMUSG00000026890
LHX8,ENSG00000162624,ENSMUSG00000096225
LHX9,ENSG00000143355,ENSMUSG00000019230
LIAS,ENSG00000121897,ENSMUSG00000029199
LIF,ENSG00000128342,ENSMUSG00000034394
LIFR,ENSG00000113594,ENSMUSG00000054263
LIG1,ENSG00000105486,ENSMUSG00000056394
LIG3,ENSG00000005156,ENSMUSG00000020697
LIG4,ENSG00000174405,ENSMUSG00000049717
LIM2,ENSG00000105370,ENSMUSG00000118560
LIMA1,ENSG00000050405,ENSMUSG00000023022
LIMCH1,ENSG00000064042,ENSMUSG00000037736
LIMD1,ENSG00000144791,ENSMUSG00000025239
LIMD2,ENSG00000136490,ENSMUSG00000040699
LIME1,ENSG00000203896,ENSMUSG00000090077
LIMK1,ENSG00000106683,ENSMUSG00000029674
LIMK2,ENSG00000182541,ENSMUSG00000020451
LIMS2,ENSG00000072163,ENSMUSG00000024395
LIN28A,ENSG00000131914,ENSMUSG00000050966
LIN28B,ENSG00000187772,ENSMUSG00000063804
LIN37,ENSG00000267796,ENSMUSG00000036845
LIN52,ENSG00000205659,ENSMUSG00000085793
LIN54,ENSG00000189308,ENSMUSG00000118665
LIN7A,ENSG00000111052,ENSMUSG00000019906
LIN7B,ENSG00000104863,ENSMUSG00000003872
LIN7C,ENSG00000148943,ENSMUSG00000027162
LIN9,ENSG00000183814,ENSMUSG00000058729
LINGO1,ENSG00000169783,ENSMUSG00000049556
LINGO2,ENSG00000174482,ENSMUSG00000045083
LINGO3,ENSG00000220008,ENSMUSG00000051067
LINGO4,ENSG00000213171,ENSMUSG00000044505
LINS1,ENSG00000140471,ENSMUSG00000053091
LIPA,ENSG00000107798,ENSMUSG00000024781
LIPC,ENSG00000166035,ENSMUSG00000032207
LIPE,ENSG00000079435,ENSMUSG00000003123
LIPF,ENSG00000182333,ENSMUSG00000024768
LIPG,ENSG00000101670,ENSMUSG00000053846
LIPH,ENSG00000163898,ENSMUSG00000044626
LIPI,ENSG00000188992,ENSMUSG00000032948
LIPK,ENSG00000204021,ENSMUSG00000024771
LIPM,ENSG00000173239,ENSMUSG00000056078
LIPN,ENSG00000204020,ENSMUSG00000024770
LIPT1,ENSG00000144182,ENSMUSG00000037216
LIPT2,ENSG00000175536,ENSMUSG00000030725
LITAF,ENSG00000189067,ENSMUSG00000022500
LIX1,ENSG00000145721,ENSMUSG00000047786
LIX1L,ENSG00000271601,ENSMUSG00000049288
LKAAEAR1,ENSG00000171695,ENSMUSG00000045794
LLGL1,ENSG00000131899,ENSMUSG00000020536
LLGL2,ENSG00000073350,ENSMUSG00000020782
LLPH,ENSG00000139233,ENSMUSG00000020224
LMAN1,ENSG00000074695,ENSMUSG00000041891
LMAN1L,ENSG00000140506,ENSMUSG00000056271
LMAN2,ENSG00000169223,ENSMUSG00000021484
LMAN2L,ENSG00000114988,ENSMUSG00000001143
LMBR1,ENSG00000105983,ENSMUSG00000010721
LMBR1L,ENSG00000139636,ENSMUSG00000022999
LMBRD1,ENSG00000168216,ENSMUSG00000073725
LMBRD2,ENSG00000164187,ENSMUSG00000039704
LMCD1,ENSG00000071282,ENSMUSG00000057604
LMF1,ENSG00000103227,ENSMUSG00000002279
LMF2,ENSG00000100258,ENSMUSG00000022614
LMLN,ENSG00000185621,ENSMUSG00000022802
LMNA,ENSG00000160789,ENSMUSG00000028063
LMNB1,ENSG00000113368,ENSMUSG00000024590
LMNB2,ENSG00000176619,ENSMUSG00000062075
LMNTD1,ENSG00000152936,ENSMUSG00000054966
LMO1,ENSG00000166407,ENSMUSG00000036111
LMO2,ENSG00000135363,ENSMUSG00000032698
LMO3,ENSG00000048540,ENSMUSG00000030226
LMO4,ENSG00000143013,ENSMUSG00000028266
LMO7,ENSG00000136153,ENSMUSG00000033060
LMOD1,ENSG00000163431,ENSMUSG00000048096
LMOD2,ENSG00000170807,ENSMUSG00000029683
LMOD3,ENSG00000163380,ENSMUSG00000044086
LMTK1,ENSG00000181409,ENSMUSG00000025375
LMTK2,ENSG00000164715,ENSMUSG00000038970
LMTK3,ENSG00000142235,ENSMUSG00000062044
LMX1A,ENSG00000162761,ENSMUSG00000026686
LMX1B,ENSG00000136944,ENSMUSG00000038765
LNP1,ENSG00000206535,ENSMUSG00000109588
LNPEP,ENSG00000113441,ENSMUSG00000023845
LNPK,ENSG00000144320,ENSMUSG00000009207
LNX1,ENSG00000072201,ENSMUSG00000029228
LNX2,ENSG00000139517,ENSMUSG00000016520
LONP1,ENSG00000196365,ENSMUSG00000041168
LONP2,ENSG00000102910,ENSMUSG00000047866
LONRF1,ENSG00000154359,ENSMUSG00000039633
LONRF2,ENSG00000170500,ENSMUSG00000048814
LONRF3,ENSG00000175556,ENSMUSG00000016239
LOX,ENSG00000113083,ENSMUSG00000024529
LOXHD1,ENSG00000167210,ENSMUSG00000032818
LOXL1,ENSG00000129038,ENSMUSG00000032334
LOXL2,ENSG00000134013,ENSMUSG00000034205
LOXL3,ENSG00000115318,ENSMUSG00000000693
LOXL4,ENSG00000138131,ENSMUSG00000025185
LPAR1,ENSG00000198121,ENSMUSG00000038668
LPAR2,ENSG00000064547,ENSMUSG00000031861
LPAR3,ENSG00000171517,ENSMUSG00000036832
LPAR4,ENSG00000147145,ENSMUSG00000049929
LPAR5,ENSG00000184574,ENSMUSG00000067714
LPAR6,ENSG00000139679,ENSMUSG00000033446
LPCAT1,ENSG00000153395,ENSMUSG00000021608
LPCAT2,ENSG00000087253,ENSMUSG00000033192
LPCAT3,ENSG00000111684,ENSMUSG00000004270
LPCAT4,ENSG00000176454,ENSMUSG00000027134
LPGAT1,ENSG00000123684,ENSMUSG00000026623
LPIN1,ENSG00000134324,ENSMUSG00000020593
LPIN2,ENSG00000101577,ENSMUSG00000024052
LPIN3,ENSG00000132793,ENSMUSG00000027412
LPL,ENSG00000175445,ENSMUSG00000015568
LPO,ENSG00000167419,ENSMUSG00000009356
LPP,ENSG00000145012,ENSMUSG00000033306
LPXN,ENSG00000110031,ENSMUSG00000024696
LRAT,ENSG00000121207,ENSMUSG00000028003
LRATD1,ENSG00000162981,ENSMUSG00000020607
LRATD2,ENSG00000168672,ENSMUSG00000072568
LRBA,ENSG00000198589,ENSMUSG00000028080
LRCH1,ENSG00000136141,ENSMUSG00000068015
LRCH2,ENSG00000130224,ENSMUSG00000031290
